start_station_id,end_station_id,start_station_name,end_station_name,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,count
248,358,Bristo Square,Leith Walk,55.94583,-3.18905,55.96504,-3.17669,1
248,1017,Bristo Square,Crichton Street,55.94583,-3.18905,55.94478,-3.18691,1
248,1024,Bristo Square,Meadow Place,55.94583,-3.18905,55.94024,-3.19464,2
248,1025,Bristo Square,Dundee Terrace,55.94583,-3.18905,55.93971,-3.22059,4
248,1039,Bristo Square,Lothian Road,55.94583,-3.18905,55.94741,-3.20577,1
248,1090,Bristo Square,Hillside Crescent,55.94583,-3.18905,55.95787,-3.17589,1
248,1098,Bristo Square,Marchmont Crescent,55.94583,-3.18905,55.93643,-3.19415,1
248,1102,Bristo Square,Haymarket Station,55.94583,-3.18905,55.94557,-3.21818,1
248,1721,Bristo Square,Tollcross,55.94583,-3.18905,55.94425,-3.2031,3
248,1728,Bristo Square,Portobello - Kings Road,55.94583,-3.18905,55.95792,-3.11833,2
248,1731,Bristo Square,Pleasance Courtyard,55.94583,-3.18905,55.94749,-3.18111,1
248,1743,Bristo Square,Logie Green Road,55.94583,-3.18905,55.96406,-3.1957,1
248,1749,Bristo Square,Dean Street,55.94583,-3.18905,55.95728,-3.21429,1
248,1756,Bristo Square,Western General Hospital,55.94583,-3.18905,55.96284,-3.23414,2
248,1757,Bristo Square,Meggetland,55.94583,-3.18905,55.92759,-3.23367,1
248,1767,Bristo Square,Bruntsfield Links,55.94583,-3.18905,55.93712,-3.20643,3
248,1768,Bristo Square,Thirlestane Road,55.94583,-3.18905,55.93532,-3.19876,1
248,1800,Bristo Square,Joppa,55.94583,-3.18905,55.94895,-3.09473,1
248,1808,Bristo Square,Gorgie Road,55.94583,-3.18905,55.93874,-3.22991,3
248,1813,Bristo Square,Milton Road - Edinburgh College,55.94583,-3.18905,55.94407,-3.09856,1
248,1814,Bristo Square,Abbeyhill,55.94583,-3.18905,55.95525,-3.17222,1
248,1818,Bristo Square,Dynamic Earth,55.94583,-3.18905,55.95109,-3.17572,3
