trip_index,station1,station2,distance,duration,node0,node1,node2
1531,254,1090,17.71,34.99,0,2,1
1532,254,285,19.81,40.85,0,2,1
1533,254,358,17.18,34.14,0,2,1
1534,254,1042,19.77,35.32,0,1,2
1535,254,1727,17.07,35.09,0,2,1
1536,254,1091,17.63,35.06,0,2,1
1537,254,1769,17.22,34.38,0,2,1
1538,254,1731,17.48,34.99,0,1,2
1539,254,256,17.59,34.84,0,2,1
1540,254,1726,17.46,34.69,0,2,1
1541,254,265,17.53,34.92,0,2,1
1542,254,225,17.9,36.31,0,2,1
1543,254,1096,17.55,35.08,0,2,1
1544,254,1097,18,36.23,0,2,1
1545,254,1729,18.14,36.49,0,2,1
1546,254,1052,17.18,34.14,0,2,1
1547,254,2268,17.18,34.14,0,2,1
1548,254,1017,17.69,35.3,0,2,1
1549,254,1730,17.83,35.89,0,2,1
1550,254,251,17.58,35.11,0,2,1
1551,254,1028,17.43,34.96,0,2,1
1552,254,171,18.01,36.08,0,2,1
1553,254,1798,17.51,34.98,0,2,1
1554,254,248,18.13,36.28,0,1,2
1555,254,189,18.84,38.37,0,2,1
1556,254,183,18.56,37.16,0,2,1
1557,254,259,17.96,36.52,0,2,1
1558,254,1098,18.1,37.11,0,2,1
1559,254,1024,18.28,37.46,0,2,1
1560,254,1745,18.76,38.55,0,2,1
1561,254,1743,18.56,37.66,0,2,1
1562,254,262,18.39,37.1,0,2,1
1563,254,1019,18.25,37.52,0,2,1
1564,254,260,18.41,37.97,0,2,1
1565,254,1051,18.67,38.46,0,2,1
1566,254,1768,18.54,38.28,0,2,1
1567,254,1720,18.81,38.14,0,2,1
1568,254,296,18.44,38.06,0,2,1
1569,254,1737,19.22,39.3,0,2,1
1570,254,1721,18.35,37.82,0,2,1
1571,254,289,18.72,38.83,0,2,1
1572,254,1031,18.59,38.8,0,2,1
1573,254,1039,18.53,38.03,0,2,1
1574,254,1767,18.95,39.37,0,2,1
1575,254,247,18.53,38.03,0,2,1
1576,254,1038,19.96,39.88,0,1,2
1577,254,258,19.66,40.86,0,2,1
1578,254,249,19.23,39.88,0,2,1
1579,254,1744,19.72,40.07,0,2,1
1580,254,1050,19.16,39.68,0,2,1
1581,254,1821,19.24,40.2,0,2,1
1582,254,1748,19.8,40.24,0,2,1
1583,254,1809,20.16,41.35,0,2,1
1584,254,1749,19.71,41.02,0,2,1
1585,254,1823,20.76,42.79,0,2,1
1586,254,1763,20.07,41.79,0,2,1
1587,254,1102,20.49,43.01,0,1,2
1588,254,1025,20.52,42,0,2,1
1589,254,1092,21.38,43.94,0,2,1
1590,254,1765,20.45,43.26,0,2,1
1591,254,1753,21.57,43.33,0,2,1
1592,254,349,20.51,42.2,0,2,1
1593,254,1093,21.01,43.23,0,2,1
1594,254,1808,21.78,45.07,0,2,1
1595,254,1738,21.49,44.91,0,2,1
1596,254,1752,22.06,42.8,0,2,1
1597,254,1757,22.94,46.5,0,2,1
1598,254,1756,22.49,44.09,0,2,1
1599,254,1055,22.02,46.15,0,2,1
1600,254,1754,22.7,47.63,0,2,1
1601,254,1764,23.56,45.04,0,2,1
1602,254,1799,23.13,47.69,0,2,1
1603,254,1770,24,49.24,0,2,1
1604,254,1766,25.72,50.01,0,2,1
1605,254,1725,27.67,52.63,0,2,1
1606,254,1747,27.96,53.32,0,2,1
1607,254,1815,32.96,58.03,0,2,1
1608,254,1722,31.49,60.44,0,2,1
1609,254,1807,31.45,57.26,0,2,1
1610,254,1822,53.69,57.47,0,2,1
1611,254,1859,41.27,60.28,0,2,1
1612,254,1819,55.75,61.49,0,2,1
1613,254,1820,58.25,66.3,0,2,1
1614,254,1860,46.23,64.69,0,1,2
1615,254,1864,44.04,71.1,0,2,1
1616,254,1865,42.84,67.73,0,2,1
1617,254,1870,42.62,67.22,0,2,1
1618,254,1871,56.57,71.72,0,2,1
1619,254,1866,44.36,71.39,0,2,1
1620,254,1874,61.5,72.87,0,2,1
1621,254,1868,63.33,74.1,0,2,1
1622,254,1869,62.27,71.68,0,2,1
1623,254,1877,61.01,75.27,0,2,1
1624,1818,1090,8.3,20.65,0,1,2
1625,1818,285,10.77,27.1,0,2,1
1626,1818,358,8.55,21.49,0,2,1
1627,1818,1042,18.03,36.3,0,1,2
1628,1818,1727,11.75,29.28,0,1,2
1629,1818,1091,8.39,20.86,0,2,1
1630,1818,1769,8.55,21.49,0,2,1
1631,1818,1731,8.94,22.6,0,1,2
1632,1818,256,9.05,22.53,0,2,1
1633,1818,1726,9.57,23.82,0,1,2
1634,1818,265,10.95,27.39,0,1,2
1635,1818,225,8.99,23,0,2,1
1636,1818,1096,10.07,25.24,0,1,2
1637,1818,1097,11.7,29.19,0,1,2
1638,1818,1729,9.47,23.77,0,2,1
1639,1818,1052,9.18,23.29,0,2,1
1640,1818,2268,8.63,21.64,0,2,1
1641,1818,1017,10.02,25.1,0,1,2
1642,1818,1730,9.27,23.39,0,2,1
1643,1818,251,8.67,21.8,0,2,1
1644,1818,1028,8.72,21.94,0,2,1
1645,1818,171,10.65,26.65,0,1,2
1646,1818,1798,9.27,23.3,0,2,1
1647,1818,248,10.45,25.95,0,1,2
1648,1818,189,10.62,26.53,0,1,2
1649,1818,183,9.66,23.85,0,2,1
1650,1818,259,9.42,24.21,0,2,1
1651,1818,1098,13,32.36,0,1,2
1652,1818,1024,12.4,30.78,0,1,2
1653,1818,1745,10.2,26.05,0,2,1
1654,1818,1743,10.01,25.17,0,2,1
1655,1818,262,9.83,24.61,0,2,1
1656,1818,1019,10.02,24.95,0,2,1
1657,1818,260,10.85,27.25,0,2,1
1658,1818,1051,13.37,33.39,0,1,2
1659,1818,1768,13.84,34.46,0,2,1
1660,1818,1720,10.26,25.74,0,2,1
1661,1818,296,10.73,26.72,0,2,1
1662,1818,1737,10.66,26.8,0,2,1
1663,1818,1721,11.41,28.58,0,2,1
1664,1818,289,10.85,27.43,0,2,1
1665,1818,1031,11.06,28.07,0,2,1
1666,1818,1039,11.24,27.95,0,2,1
1667,1818,1767,13.15,32.84,0,2,1
1668,1818,247,10.99,27.31,0,2,1
1669,1818,1038,11.39,27.42,0,1,2
1670,1818,258,11.36,28.52,0,2,1
1671,1818,249,11.94,29.72,0,2,1
1672,1818,1744,15.35,38.25,0,2,1
1673,1818,1050,11.87,29.52,0,2,1
1674,1818,1821,11.71,29.48,0,2,1
1675,1818,1748,14.27,35.62,0,2,1
1676,1818,1809,15.86,39.77,0,2,1
1677,1818,1749,11.91,29.95,0,2,1
1678,1818,1823,13.57,33.81,0,2,1
1679,1818,1763,12.05,30.01,0,2,1
1680,1818,1102,13.2,32.69,0,1,2
1681,1818,1025,13.61,33.8,0,2,1
1682,1818,1092,13.88,34.54,0,2,1
1683,1818,1765,13.16,33.1,0,2,1
1684,1818,1753,13.83,32.3,0,2,1
1685,1818,349,12.98,31.48,0,2,1
1686,1818,1093,13.72,33.07,0,2,1
1687,1818,1808,14.87,36.88,0,2,1
1688,1818,1738,14.2,34.75,0,2,1
1689,1818,1752,14.53,32.07,0,2,1
1690,1818,1757,17.66,42.26,0,2,1
1691,1818,1756,14.95,33.37,0,2,1
1692,1818,1055,14.73,35.98,0,2,1
1693,1818,1754,15.41,37.47,0,2,1
1694,1818,1764,16.38,34.61,0,2,1
1695,1818,1799,15.84,37.53,0,2,1
1696,1818,1770,16.71,39.08,0,2,1
1697,1818,1766,18,42,0,2,1
1698,1818,1725,19.07,42.63,0,2,1
1699,1818,1747,19.36,43.32,0,2,1
1700,1818,1815,27.35,53.23,0,1,2
1701,1818,1722,24.3,50,0,2,1
1702,1818,1807,24.26,46.83,0,2,1
1703,1818,1822,29.73,53.29,0,1,2
1704,1818,1859,29.51,56.23,0,2,1
1705,1818,1819,44.45,57.32,0,1,2
1706,1818,1820,46.95,62.13,0,1,2
1707,1818,1860,32.55,59.49,0,2,1
1708,1818,1864,36.86,60.66,0,2,1
1709,1818,1865,35.65,57.3,0,2,1
1710,1818,1870,35.44,56.79,0,2,1
1711,1818,1871,39.15,61.95,0,2,1
1712,1818,1866,37.17,60.96,0,2,1
1713,1818,1874,41.73,63.22,0,2,1
1714,1818,1868,43.56,64.46,0,2,1
1715,1818,1869,42.5,62.03,0,2,1
1716,1818,1877,38.48,64.82,0,2,1
1717,1090,285,8.44,20.8,0,2,1
1718,1090,358,5.82,14.09,0,2,1
1719,1090,1042,18.01,35.87,0,1,2
1720,1090,1727,11.74,28.95,0,1,2
1721,1090,1091,8.83,21.76,0,2,1
1722,1090,1769,5.82,14.09,0,2,1
1723,1090,1731,9,22.46,0,2,1
1724,1090,256,7.28,17.48,0,2,1
1725,1090,1726,9.63,23.68,0,2,1
1726,1090,265,10.94,27.06,0,1,2
1727,1090,225,8.3,20.76,0,2,1
1728,1090,1096,10.13,25.1,0,2,1
1729,1090,1097,11.69,28.86,0,1,2
1730,1090,1729,6.77,16.44,0,2,1
1731,1090,1052,9.23,22.5,0,1,2
1732,1090,2268,6.85,16.54,0,2,1
1733,1090,1017,10.08,24.96,0,2,1
1734,1090,1730,6.95,17.3,0,2,1
1735,1090,251,7.94,19.03,0,1,2
1736,1090,1028,8.79,21.45,0,1,2
1737,1090,171,10.64,26.34,0,1,2
1738,1090,1798,9.2,22.46,0,1,2
1739,1090,248,10.47,25.76,0,2,1
1740,1090,189,10.38,25.66,0,2,1
1741,1090,183,9.37,22.72,0,2,1
1742,1090,259,8.36,21.03,0,2,1
1743,1090,1098,12.96,31.99,0,1,2
1744,1090,1024,12.36,30.41,0,1,2
1745,1090,1745,8.15,20.19,0,2,1
1746,1090,1743,7.96,19.3,0,2,1
1747,1090,262,7.78,18.74,0,2,1
1748,1090,1019,10.09,24.46,0,1,2
1749,1090,260,10.79,26.41,0,1,2
1750,1090,1051,13.33,33.02,0,1,2
1751,1090,1768,13.85,33.89,0,1,2
1752,1090,1720,8.63,20.92,0,2,1
1753,1090,296,10.8,26.22,0,1,2
1754,1090,1737,8.61,20.94,0,2,1
1755,1090,1721,11.43,28.01,0,1,2
1756,1090,289,9.54,23.58,0,2,1
1757,1090,1031,9.64,24.08,0,2,1
1758,1090,1039,10.88,26.79,0,2,1
1759,1090,1767,13.17,32.27,0,1,2
1760,1090,247,9.63,23.51,0,2,1
1761,1090,1038,9.4,21.64,0,2,1
1762,1090,258,9.78,23.72,0,2,1
1763,1090,249,12.01,29.22,0,1,2
1764,1090,1744,15.37,37.68,0,1,2
1765,1090,1050,11.94,29.03,0,1,2
1766,1090,1821,10.39,25.94,0,2,1
1767,1090,1748,14.28,35.05,0,1,2
1768,1090,1809,15.88,39.2,0,1,2
1769,1090,1749,10.25,25.17,0,2,1
1770,1090,1823,13.64,33.32,0,1,2
1771,1090,1763,10.39,25.23,0,2,1
1772,1090,1102,12.46,31.27,0,2,1
1773,1090,1025,13.68,33.31,0,1,2
1774,1090,1092,13.54,33.4,0,2,1
1775,1090,1765,12.55,31.44,0,2,1
1776,1090,1753,12.21,27.42,0,1,2
1777,1090,349,11.58,27.54,0,2,1
1778,1090,1093,12.68,30.36,0,2,1
1779,1090,1808,14.66,36.04,0,2,1
1780,1090,1738,13.55,33.06,0,2,1
1781,1090,1752,12.87,27.69,0,2,1
1782,1090,1757,17.68,41.69,0,1,2
1783,1090,1756,13.27,28.93,0,1,2
1784,1090,1055,14.07,34.29,0,2,1
1785,1090,1754,14.76,35.78,0,2,1
1786,1090,1764,14.43,30.3,0,2,1
1787,1090,1799,15.18,35.84,0,2,1
1788,1090,1770,16.06,37.39,0,2,1
1789,1090,1766,17.34,40.31,0,2,1
1790,1090,1725,18.41,40.94,0,2,1
1791,1090,1747,18.7,41.63,0,2,1
1792,1090,1815,26.73,51.94,0,2,1
1793,1090,1722,22.9,46.06,0,2,1
1794,1090,1807,22.87,42.89,0,2,1
1795,1090,1822,29.74,52.46,0,1,2
1796,1090,1859,29.32,54.8,0,2,1
1797,1090,1819,44.49,56.48,0,2,1
1798,1090,1820,46.99,61.28,0,2,1
1799,1090,1860,31.9,57.8,0,2,1
1800,1090,1864,35.46,56.72,0,2,1
1801,1090,1865,34.25,53.36,0,2,1
1802,1090,1870,34.04,52.85,0,2,1
1803,1090,1871,37.76,58.01,0,2,1
1804,1090,1866,35.77,57.02,0,2,1
1805,1090,1874,40.33,59.28,0,2,1
1806,1090,1868,42.16,60.52,0,2,1
1807,1090,1869,41.1,58.09,0,2,1
1808,1090,1877,37.09,60.88,0,2,1
1809,285,358,6.96,17.34,0,2,1
1810,285,1042,20.11,41.74,0,1,2
1811,285,1727,13.84,34.82,0,1,2
1812,285,1091,11.19,28.15,0,1,2
1813,285,1769,8.11,20.22,0,1,2
1814,285,1731,11.37,28.85,0,1,2
1815,285,256,9.76,23.94,0,1,2
1816,285,1726,11.87,30.04,0,1,2
1817,285,265,13.04,32.92,0,1,2
1818,285,225,10.48,26.7,0,1,2
1819,285,1096,12.21,31.03,0,1,2
1820,285,1097,13.79,34.72,0,1,2
1821,285,1729,7.84,19.47,0,2,1
1822,285,1052,11.32,28.36,0,1,2
1823,285,2268,9,22.47,0,2,1
1824,285,1017,12.25,31.02,0,2,1
1825,285,1730,8.49,21.34,0,2,1
1826,285,251,10.04,24.89,0,1,2
1827,285,1028,10.89,27.31,0,1,2
1828,285,171,12.73,32.21,0,1,2
1829,285,1798,11.3,28.33,0,1,2
1830,285,248,12.45,31.68,0,1,2
1831,285,189,12.19,30.72,0,1,2
1832,285,183,11.59,28.72,0,1,2
1833,285,259,10.51,26.96,0,2,1
1834,285,1098,15.06,37.85,0,1,2
1835,285,1024,14.46,36.27,0,1,2
1836,285,1745,9.52,24.03,0,2,1
1837,285,1743,8.34,20.81,0,2,1
1838,285,262,8.35,20.7,0,2,1
1839,285,1019,12.19,30.32,0,1,2
1840,285,260,12.89,32.28,0,1,2
1841,285,1051,15.54,38.7,0,1,2
1842,285,1768,15.91,39.51,0,1,2
1843,285,1720,9.28,23.13,0,2,1
1844,285,296,12.9,32.09,0,1,2
1845,285,1737,9.63,22.87,0,2,1
1846,285,1721,13.55,33.76,0,1,2
1847,285,289,11.5,29.06,0,2,1
1848,285,1031,11.59,29.67,0,2,1
1849,285,1039,12.83,32.38,0,2,1
1850,285,1767,15.23,37.89,0,1,2
1851,285,247,11.59,29.11,0,2,1
1852,285,1038,8.49,18.85,0,1,2
1853,285,258,10.48,25.96,0,2,1
1854,285,249,14.06,34.97,0,1,2
1855,285,1744,17.42,43.3,0,1,2
1856,285,1050,13.72,34.24,0,1,2
1857,285,1821,12.35,31.53,0,2,1
1858,285,1748,16.34,40.67,0,1,2
1859,285,1809,17.94,44.82,0,1,2
1860,285,1749,11.34,28.41,0,2,1
1861,285,1823,15.69,39.07,0,1,2
1862,285,1763,12.22,28.1,0,2,1
1863,285,1102,14.42,36.86,0,2,1
1864,285,1025,15.73,39.06,0,1,2
1865,285,1092,15.49,38.99,0,2,1
1866,285,1765,14.5,37.03,0,2,1
1867,285,1753,13.44,28.93,0,1,2
1868,285,349,13.6,30.92,0,2,1
1869,285,1093,15.73,34.11,0,2,1
1870,285,1808,16.62,41.63,0,2,1
1871,285,1738,16.94,38.45,0,2,1
1872,285,1752,13.46,26.85,0,1,2
1873,285,1757,19.73,47.31,0,1,2
1874,285,1756,13.66,27.85,0,1,2
1875,285,1055,17.25,39.42,0,2,1
1876,285,1754,17.94,40.91,0,2,1
1877,285,1764,16.16,31.46,0,1,2
1878,285,1799,17.69,40.08,0,2,1
1879,285,1770,18.59,41.4,0,1,2
1880,285,1766,19.62,44.44,0,2,1
1881,285,1725,22.21,44.92,0,2,1
1882,285,1747,24.78,45.25,0,1,2
1883,285,1815,30.3,54.38,0,1,2
1884,285,1722,22.29,44.31,0,1,2
1885,285,1807,22.98,41.85,0,1,2
1886,285,1822,45.66,54.19,0,2,1
1887,285,1859,30.98,54.45,0,1,2
1888,285,1819,48.77,58.82,0,1,2
1889,285,1820,51.27,63.63,0,1,2
1890,285,1860,33.71,57.17,0,1,2
1891,285,1864,35.58,55.68,0,1,2
1892,285,1865,34.37,52.32,0,1,2
1893,285,1870,34.16,51.81,0,1,2
1894,285,1871,37.87,56.97,0,1,2
1895,285,1866,35.89,55.98,0,1,2
1896,285,1874,40.45,58.24,0,1,2
1897,285,1868,42.28,59.48,0,1,2
1898,285,1869,41.22,57.05,0,1,2
1899,285,1877,37.21,59.84,0,1,2
1900,358,1042,17.49,35.02,0,1,2
1901,358,1727,11.22,28.1,0,1,2
1902,358,1091,8.57,21.44,0,1,2
1903,358,1769,5.49,13.51,0,1,2
1904,358,1731,8.75,22.14,0,1,2
1905,358,256,7.12,17.54,0,1,2
1906,358,1726,9.25,23.33,0,1,2
1907,358,265,10.42,26.21,0,1,2
1908,358,225,7.86,19.98,0,1,2
1909,358,1096,9.59,24.32,0,1,2
1910,358,1097,11.17,28.01,0,1,2
1911,358,1729,6.45,15.78,0,1,2
1912,358,1052,8.7,21.65,0,1,2
1913,358,2268,6.78,16.22,0,1,2
1914,358,1017,9.67,24.41,0,1,2
1915,358,1730,6.39,15.92,0,1,2
1916,358,251,7.42,18.18,0,1,2
1917,358,1028,8.27,20.6,0,1,2
1918,358,171,10.11,25.49,0,1,2
1919,358,1798,8.68,21.61,0,1,2
1920,358,248,9.83,24.97,0,1,2
1921,358,189,9.84,24.86,0,1,2
1922,358,183,8.97,22.01,0,1,2
1923,358,259,8.16,20.59,0,1,2
1924,358,1098,12.44,31.14,0,1,2
1925,358,1024,11.84,29.56,0,1,2
1926,358,1745,7.73,19.25,0,1,2
1927,358,1743,7.18,17.59,0,1,2
1928,358,262,7.19,17.47,0,1,2
1929,358,1019,9.57,23.61,0,1,2
1930,358,260,10.26,25.56,0,1,2
1931,358,1051,12.8,32.17,0,1,2
1932,358,1768,13.33,33.04,0,1,2
1933,358,1720,7.97,19.67,0,1,2
1934,358,296,10.28,25.37,0,1,2
1935,358,1737,7.96,19.61,0,1,2
1936,358,1721,10.91,27.16,0,1,2
1937,358,289,9.48,23.26,0,1,2
1938,358,1031,9.57,23.75,0,1,2
1939,358,1039,10.82,26.47,0,1,2
1940,358,1767,12.65,31.42,0,1,2
1941,358,247,9.57,23.19,0,1,2
1942,358,1038,8.15,17.69,0,1,2
1943,358,258,9.17,22.51,0,1,2
1944,358,249,11.49,28.37,0,1,2
1945,358,1744,14.84,36.83,0,1,2
1946,358,1050,11.42,28.18,0,1,2
1947,358,1821,10.33,25.62,0,1,2
1948,358,1748,13.76,34.2,0,1,2
1949,358,1809,15.36,38.35,0,1,2
1950,358,1749,9.88,24.77,0,1,2
1951,358,1823,13.11,32.47,0,1,2
1952,358,1763,10.03,24.83,0,1,2
1953,358,1102,12.4,30.95,0,1,2
1954,358,1025,13.15,32.46,0,1,2
1955,358,1092,13.47,33.08,0,1,2
1956,358,1765,12.49,31.12,0,1,2
1957,358,1753,11.52,26.2,0,1,2
1958,358,349,11.27,27.35,0,1,2
1959,358,1093,12.53,30.35,0,1,2
1960,358,1808,14.42,35.53,0,1,2
1961,358,1738,13.48,32.74,0,1,2
1962,358,1752,13.11,25.69,0,1,2
1963,358,1757,17.16,40.84,0,1,2
1964,358,1756,13.32,26.69,0,1,2
1965,358,1055,14.01,33.97,0,1,2
1966,358,1754,14.69,35.46,0,1,2
1967,358,1764,13.82,29.11,0,1,2
1968,358,1799,15.12,35.52,0,1,2
1969,358,1770,15.99,37.07,0,1,2
1970,358,1766,17.28,39.99,0,1,2
1971,358,1725,20.67,40.56,0,1,2
1972,358,1747,20.7,40.95,0,1,2
1973,358,1815,26.83,51.56,0,1,2
1974,358,1722,21.95,43.14,0,1,2
1975,358,1807,22.64,40.68,0,1,2
1976,358,1822,29.22,51.61,0,1,2
1977,358,1859,30.64,53.28,0,1,2
1978,358,1819,43.94,55.65,0,1,2
1979,358,1820,46.44,60.45,0,1,2
1980,358,1860,33.37,56,0,1,2
1981,358,1864,35.23,54.52,0,1,2
1982,358,1865,34.03,51.15,0,1,2
1983,358,1870,33.81,50.64,0,1,2
1984,358,1871,37.53,55.81,0,1,2
1985,358,1866,35.55,54.81,0,1,2
1986,358,1874,40.11,57.08,0,1,2
1987,358,1868,41.94,58.31,0,1,2
1988,358,1869,40.87,55.89,0,1,2
1989,358,1877,36.86,58.68,0,1,2
1990,1042,1727,17.16,35.64,0,2,1
1991,1042,1091,17.93,35.95,0,2,1
1992,1042,1769,17.53,35.27,0,2,1
1993,1042,1731,17.78,35.88,0,1,2
1994,1042,256,17.89,35.72,0,2,1
1995,1042,1726,17.76,35.58,0,2,1
1996,1042,265,17.18,35.72,0,2,1
1997,1042,225,18.2,37.2,0,2,1
1998,1042,1096,17.2,35.89,0,2,1
1999,1042,1097,17.6,36.89,0,2,1
2000,1042,1729,18.44,37.38,0,2,1
2001,1042,1052,17.49,35.02,0,2,1
2002,1042,2268,17.49,35.02,0,2,1
2003,1042,1017,17.33,36.1,0,2,1
2004,1042,1730,18.13,36.78,0,2,1
2005,1042,251,17.88,36,0,2,1
2006,1042,1028,17.73,35.85,0,2,1
2007,1042,171,17.65,36.88,0,2,1
2008,1042,1798,17.81,35.87,0,2,1
2009,1042,248,18.43,37.17,0,1,2
2010,1042,189,18.49,39.18,0,2,1
2011,1042,183,18.86,38.05,0,2,1
2012,1042,259,18.26,37.41,0,2,1
2013,1042,1098,18.19,37.66,0,2,1
2014,1042,1024,18.36,38.01,0,2,1
2015,1042,1745,19.06,39.43,0,2,1
2016,1042,1743,18.87,38.55,0,2,1
2017,1042,262,18.69,37.99,0,2,1
2018,1042,1019,18.33,38.07,0,2,1
2019,1042,260,18.5,38.52,0,2,1
2020,1042,1051,18.76,39.01,0,2,1
2021,1042,1768,18.63,38.83,0,2,1
2022,1042,1720,18.45,38.95,0,2,1
2023,1042,296,18.52,38.62,0,2,1
2024,1042,1737,19.52,40.18,0,2,1
2025,1042,1721,18.43,38.37,0,2,1
2026,1042,289,18.81,39.38,0,2,1
2027,1042,1031,18.68,39.35,0,2,1
2028,1042,1039,18.62,38.58,0,2,1
2029,1042,1767,19.03,39.92,0,2,1
2030,1042,247,18.62,38.58,0,2,1
2031,1042,1038,20.26,40.77,0,1,2
2032,1042,258,19.74,41.41,0,2,1
2033,1042,249,19.32,40.43,0,2,1
2034,1042,1744,19.81,40.62,0,2,1
2035,1042,1050,19.25,40.24,0,2,1
2036,1042,1821,19.33,40.75,0,2,1
2037,1042,1748,19.89,40.79,0,2,1
2038,1042,1809,20.24,41.91,0,2,1
2039,1042,1749,19.79,41.57,0,2,1
2040,1042,1823,20.84,43.34,0,2,1
2041,1042,1763,20.16,42.34,0,2,1
2042,1042,1102,20.58,43.56,0,1,2
2043,1042,1025,20.61,42.55,0,2,1
2044,1042,1092,21.46,44.49,0,2,1
2045,1042,1765,20.54,43.81,0,2,1
2046,1042,1753,21.66,43.88,0,2,1
2047,1042,349,20.6,42.76,0,2,1
2048,1042,1093,21.1,43.78,0,2,1
2049,1042,1808,21.87,45.63,0,2,1
2050,1042,1738,21.58,45.47,0,2,1
2051,1042,1752,22.15,43.35,0,2,1
2052,1042,1757,23.03,47.05,0,2,1
2053,1042,1756,22.57,44.65,0,2,1
2054,1042,1055,22.11,46.7,0,2,1
2055,1042,1754,22.79,48.19,0,2,1
2056,1042,1764,23.65,45.59,0,2,1
2057,1042,1799,23.21,48.24,0,2,1
2058,1042,1770,24.09,49.8,0,2,1
2059,1042,1766,25.8,50.56,0,2,1
2060,1042,1725,27.76,53.18,0,2,1
2061,1042,1747,28.04,53.88,0,2,1
2062,1042,1815,33.04,58.58,0,2,1
2063,1042,1722,31.57,60.99,0,2,1
2064,1042,1807,31.54,57.81,0,2,1
2065,1042,1822,53.99,58.36,0,2,1
2066,1042,1859,41.57,61.17,0,2,1
2067,1042,1819,56.05,62.38,0,2,1
2068,1042,1820,58.55,67.19,0,2,1
2069,1042,1860,46.53,65.58,0,1,2
2070,1042,1864,44.13,71.65,0,2,1
2071,1042,1865,42.92,68.29,0,2,1
2072,1042,1870,42.71,67.78,0,2,1
2073,1042,1871,56.87,72.6,0,2,1
2074,1042,1866,44.45,71.95,0,2,1
2075,1042,1874,61.8,73.76,0,2,1
2076,1042,1868,63.63,74.99,0,2,1
2077,1042,1869,62.57,72.56,0,2,1
2078,1042,1877,45.76,75.81,0,2,1
2079,1727,1091,11.65,28.93,0,2,1
2080,1727,1769,11.26,28.35,0,2,1
2081,1727,1731,11.43,28.68,0,1,2
2082,1727,256,11.62,28.8,0,2,1
2083,1727,1726,11.47,28.48,0,1,2
2084,1727,265,11.33,28.12,0,2,1
2085,1727,225,11.92,30.18,0,2,1
2086,1727,1096,11.36,28.29,0,2,1
2087,1727,1097,11.76,29.29,0,2,1
2088,1727,1729,12.17,30.46,0,2,1
2089,1727,1052,11.22,28.1,0,2,1
2090,1727,2268,11.22,28.1,0,2,1
2091,1727,1017,11.49,28.5,0,2,1
2092,1727,1730,11.87,29.86,0,2,1
2093,1727,251,11.6,28.98,0,2,1
2094,1727,1028,11.47,28.93,0,2,1
2095,1727,171,11.77,29.26,0,1,2
2096,1727,1798,11.55,28.94,0,2,1
2097,1727,248,11.91,29.46,0,1,2
2098,1727,189,12.65,31.58,0,2,1
2099,1727,183,12.47,30.71,0,2,1
2100,1727,259,11.99,30.48,0,2,1
2101,1727,1098,13.07,32.45,0,1,2
2102,1727,1024,12.83,31.72,0,1,2
2103,1727,1745,12.77,32.05,0,2,1
2104,1727,1743,12.6,31.63,0,2,1
2105,1727,262,12.42,31.07,0,2,1
2106,1727,1019,12.62,31.12,0,1,2
2107,1727,260,12.69,31.34,0,1,2
2108,1727,1051,13.64,33.82,0,2,1
2109,1727,1768,13.51,33.64,0,2,1
2110,1727,1720,12.61,31.35,0,2,1
2111,1727,296,13.16,32.43,0,1,2
2112,1727,1737,13.14,32.76,0,2,1
2113,1727,1721,13,32.48,0,2,1
2114,1727,289,13.2,33.04,0,2,1
2115,1727,1031,13.25,33.45,0,2,1
2116,1727,1039,13.19,32.69,0,2,1
2117,1727,1767,14,34.82,0,2,1
2118,1727,247,13.19,32.69,0,2,1
2119,1727,1038,13.93,33.47,0,2,1
2120,1727,258,13.71,34.13,0,2,1
2121,1727,249,13.93,34.39,0,1,2
2122,1727,1744,15.5,38.47,0,2,1
2123,1727,1050,13.95,34.32,0,1,2
2124,1727,1821,13.9,34.86,0,2,1
2125,1727,1748,14.68,36.59,0,2,1
2126,1727,1809,16.01,39.99,0,2,1
2127,1727,1749,14.25,35.57,0,2,1
2128,1727,1823,15.33,38.32,0,2,1
2129,1727,1763,14.4,35.62,0,2,1
2130,1727,1102,15.07,37.31,0,1,2
2131,1727,1025,15.23,37.94,0,2,1
2132,1727,1092,15.83,39.36,0,2,1
2133,1727,1765,15.11,37.92,0,2,1
2134,1727,1753,16.17,37.91,0,2,1
2135,1727,349,15.17,36.86,0,2,1
2136,1727,1093,15.67,37.89,0,2,1
2137,1727,1808,16.49,41.01,0,2,1
2138,1727,1738,16.15,39.57,0,2,1
2139,1727,1752,16.72,37.45,0,2,1
2140,1727,1757,18.08,43.23,0,2,1
2141,1727,1756,17.14,38.75,0,2,1
2142,1727,1055,16.67,40.8,0,2,1
2143,1727,1754,17.36,42.29,0,2,1
2144,1727,1764,18.22,39.7,0,2,1
2145,1727,1799,17.78,42.35,0,2,1
2146,1727,1770,18.66,43.9,0,2,1
2147,1727,1766,19.95,46.82,0,2,1
2148,1727,1725,21.02,47.45,0,2,1
2149,1727,1747,23.71,48.03,0,1,2
2150,1727,1815,28.85,56.54,0,2,1
2151,1727,1722,26.14,55.09,0,2,1
2152,1727,1807,26.11,51.92,0,2,1
2153,1727,1822,31.73,57,0,1,2
2154,1727,1859,31.43,59.4,0,2,1
2155,1727,1819,46.45,61.04,0,1,2
2156,1727,1820,48.95,65.85,0,1,2
