,start_station_name,end_station_name,count
709,Charlotte Square,Ellersly Road,4
710,Charlotte Square,Fountainbridge,7
711,Charlotte Square,Gladstone Terrace,1
712,Charlotte Square,Gorgie Road,5
713,Charlotte Square,Grassmarket,4
714,Charlotte Square,Haymarket Station,1
715,Charlotte Square,Haymarket Terrace,10
716,Charlotte Square,Hillside Crescent,8
717,Charlotte Square,Holyrood Road,2
718,Charlotte Square,Hunter Square,1
719,Charlotte Square,IGMM - Western General,4
720,Charlotte Square,Inverleith Row,3
721,Charlotte Square,Lauriston Place,1
722,Charlotte Square,Leith Walk,9
723,Charlotte Square,Leith Walk North,4
724,Charlotte Square,Logie Green Road,2
725,Charlotte Square,Lothian Road,5
726,Charlotte Square,Marchmont Crescent,1
727,Charlotte Square,McDonald Road,1
728,Charlotte Square,Meadow Place,5
729,Charlotte Square,Meadows East,4
730,Charlotte Square,Meggetland,4
731,Charlotte Square,Morningside Road,2
732,Charlotte Square,Murrayfield Tram,4
733,Charlotte Square,Ocean Terminal,5
734,Charlotte Square,Orchard Brae House,1
735,Charlotte Square,Picardy Place,3
736,Charlotte Square,Pollock Halls,2
737,Charlotte Square,Roseburn Street,1
738,Charlotte Square,Scotland Street,2
739,Charlotte Square,Sighthill - Edinburgh College,1
740,Charlotte Square,Simon Square,15
741,Charlotte Square,South Trinity Road,5
742,Charlotte Square,St Andrew Square,5
743,Charlotte Square,Stockbridge,5
744,Charlotte Square,Surgeons Hall,2
745,Charlotte Square,Tollcross,10
746,Charlotte Square,Victoria Quay,6
747,Charlotte Square,Waitrose Comely Bank,5
748,Charlotte Square,Waverley Bridge,13
749,Charlotte Square,West Crosscauseway,1
750,Charlotte Square,Wester Coates Terrace,2
751,City Chambers,Abbeyhill,4
752,City Chambers,Boroughmuir,2
753,City Chambers,Bristo Square,6
754,City Chambers,Brunswick Place,7
755,City Chambers,Bruntsfield Links,7
756,City Chambers,Castle Street,5
757,City Chambers,Castle Terrace,3
758,City Chambers,Causewayside,9
759,City Chambers,Charlotte Square,2
760,City Chambers,City Chambers,11
761,City Chambers,Colinton Road,2
762,City Chambers,Comely Bank Road,2
763,City Chambers,Crichton Street,1
764,City Chambers,Dean Street,1
765,City Chambers,Duke Street,12
766,City Chambers,Dundas Street,1
767,City Chambers,Dundee Terrace,3
768,City Chambers,Dynamic Earth,5
769,City Chambers,EICC,2
770,City Chambers,Edinburgh Royal Infirmary,1
771,City Chambers,Fountainbridge,5
772,City Chambers,George Square,1
773,City Chambers,Gorgie Road,1
774,City Chambers,Grassmarket,2
775,City Chambers,Hillside Crescent,2
776,City Chambers,Holyrood Road,7
777,City Chambers,Hunter Square,5
778,City Chambers,IGMM - Western General,1
779,City Chambers,Inverleith Row,1
780,City Chambers,Kings Building 2,7
781,City Chambers,Kings Building 3,1
782,City Chambers,Kings Buildings 1,2
783,City Chambers,Lauriston Place,1
784,City Chambers,Leith Walk,9
785,City Chambers,Leith Walk North,3
786,City Chambers,McDonald Road,2
787,City Chambers,Meadow Place,8
788,City Chambers,Meadows East,14
789,City Chambers,Morningside Road,3
790,City Chambers,Musselburgh Lidl,3
791,City Chambers,Ocean Terminal,3
792,City Chambers,Picardy Place,1
793,City Chambers,Pollock Halls,7
794,City Chambers,South Trinity Road,1
795,City Chambers,St Andrews House,1
796,City Chambers,Stockbridge,2
797,City Chambers,Surgeons Hall,2
798,City Chambers,Tollcross,2
799,City Chambers,Victoria Quay,3
800,City Chambers,Waitrose Comely Bank,1
801,City Chambers,Warrender Park Road,1
802,City Chambers,Waverley Bridge,9
803,City Chambers,West Crosscauseway,1
804,Colinton Road,Abbeyhill,1
805,Colinton Road,Boroughmuir,3
806,Colinton Road,Bristo Square,4
807,Colinton Road,Brunswick Place,1
808,Colinton Road,Bruntsfield Links,1
809,Colinton Road,Castle Street,7
810,Colinton Road,Castle Terrace,1
811,Colinton Road,Causewayside,2
812,Colinton Road,City Chambers,2
813,Colinton Road,Colinton Road,7
814,Colinton Road,Cramond Foreshore,1
815,Colinton Road,Dalry Road Lidl,1
816,Colinton Road,Drumsheugh Place,1
817,Colinton Road,Dundee Terrace,2
818,Colinton Road,Dynamic Earth,6
819,Colinton Road,EICC,2
820,Colinton Road,Fountainbridge,3
821,Colinton Road,George Square,1
822,Colinton Road,Gorgie Road,8
823,Colinton Road,Haymarket Terrace,2
824,Colinton Road,Heriot Watt - Edinburgh Business School,5
825,Colinton Road,Hunter Square,1
826,Colinton Road,Kings Building 2,1
827,Colinton Road,Kings Building 3,1
828,Colinton Road,Kings Buildings - Murchison House,1
829,Colinton Road,Lauriston Place,2
830,Colinton Road,Leith Walk,4
831,Colinton Road,Lothian Road,5
832,Colinton Road,Meadows East,5
833,Colinton Road,Meggetland,7
834,Colinton Road,Morningside Road,11
835,Colinton Road,Murrayfield Tram,1
836,Colinton Road,Pollock Halls,6
837,Colinton Road,Portobello - Kings Road,3
838,Colinton Road,Roseburn Street,6
839,Colinton Road,Royal Commonwealth Pool,2
840,Colinton Road,Royal Edinburgh Hospital,1
841,Colinton Road,St Andrew Square,3
842,Colinton Road,Surgeons Hall,5
843,Colinton Road,Warrender Park Road,1
844,Colinton Road,Waverley Bridge,4
845,Colinton Road,West Crosscauseway,2
846,Comely Bank Road,Belford Road,2
847,Comely Bank Road,Boroughmuir,2
848,Comely Bank Road,Bristo Square,1
849,Comely Bank Road,Brunswick Place,7
850,Comely Bank Road,Canonmills,4
851,Comely Bank Road,Castle Street,2
852,Comely Bank Road,Comely Bank Road,9
853,Comely Bank Road,Craigleith Road,1
854,Comely Bank Road,Cramond Foreshore,5
855,Comely Bank Road,Dalry Road Lidl,2
856,Comely Bank Road,Dean Street,1
857,Comely Bank Road,Drumsheugh Place,1
858,Comely Bank Road,Duke Street,14
859,Comely Bank Road,Dundas Street,7
860,Comely Bank Road,Dundee Terrace,6
861,Comely Bank Road,East London Street,1
862,Comely Bank Road,Gamekeeper's Road,2
863,Comely Bank Road,Gorgie Road,2
864,Comely Bank Road,Grassmarket,2
865,Comely Bank Road,Haymarket Station,1
866,Comely Bank Road,Haymarket Terrace,3
867,Comely Bank Road,Heriot Watt - Edinburgh Business School,1
868,Comely Bank Road,Hillside Crescent,5
869,Comely Bank Road,Holyrood Road,1
870,Comely Bank Road,IGMM - Western General,4
871,Comely Bank Road,Inverleith Row,3
872,Comely Bank Road,Kings Buildings 1,1
873,Comely Bank Road,Leith Walk,8
874,Comely Bank Road,Leith Walk North,3
875,Comely Bank Road,Logie Green Road,5
876,Comely Bank Road,Lothian Road,1
877,Comely Bank Road,McDonald Road,3
878,Comely Bank Road,Meadows East,2
879,Comely Bank Road,Milton Road - Edinburgh College,1
880,Comely Bank Road,Morningside Road,1
881,Comely Bank Road,Murrayfield,2
882,Comely Bank Road,Ocean Terminal,1
883,Comely Bank Road,Picardy Place,1
884,Comely Bank Road,Portobello - Kings Road,1
885,Comely Bank Road,Roseburn Street,1
886,Comely Bank Road,Simon Square,2
887,Comely Bank Road,South Trinity Road,7
888,Comely Bank Road,St Andrew Square,2
889,Comely Bank Road,Stockbridge,3
890,Comely Bank Road,Tollcross,1
891,Comely Bank Road,Victoria Quay,6
892,Comely Bank Road,Waitrose Comely Bank,5
893,Comely Bank Road,Waverley Bridge,2
894,Comely Bank Road,Western General Hospital,1
895,Corstorphine Road,Balgreen Road,4
896,Corstorphine Road,Castle Street,1
897,Corstorphine Road,Charlotte Square,1
898,Corstorphine Road,Corstorphine Road,8
899,Corstorphine Road,Dalry Road Lidl,2
900,Corstorphine Road,Duke Street,1
901,Corstorphine Road,Dundas Street,1
902,Corstorphine Road,Dundee Terrace,1
903,Corstorphine Road,EICC,2
904,Corstorphine Road,Edinburgh Park Station,3
905,Corstorphine Road,Ellersly Road,2
906,Corstorphine Road,Fountainbridge,3
907,Corstorphine Road,Gamekeeper's Road,1
908,Corstorphine Road,Hawes Pier,1
909,Corstorphine Road,Haymarket Station,1
910,Corstorphine Road,Haymarket Terrace,1
911,Corstorphine Road,Heriot Watt - Edinburgh Business School,1
912,Corstorphine Road,IGMM - Western General,1
913,Corstorphine Road,Leith Walk,1
914,Corstorphine Road,Meggetland,4
915,Corstorphine Road,Murrayfield Tram,2
916,Corstorphine Road,Ocean Terminal,1
917,Corstorphine Road,Portobello - Kings Road,1
918,Corstorphine Road,Roseburn Street,1
919,Corstorphine Road,Simon Square,1
920,Corstorphine Road,Waverley Bridge,1
921,Craigleith Road,Belford Road,1
922,Craigleith Road,Bristo Square,1
923,Craigleith Road,Canonmills,1
924,Craigleith Road,Charlotte Square,3
925,Craigleith Road,Colinton Road,1
926,Craigleith Road,Comely Bank Road,4
927,Craigleith Road,Craigleith Road,5
928,Craigleith Road,Dalmeny Station,1
929,Craigleith Road,Dean Street,2
930,Craigleith Road,Duke Street,1
931,Craigleith Road,Dundas Street,2
932,Craigleith Road,Dundee Terrace,2
933,Craigleith Road,Edinburgh Park Station,1
934,Craigleith Road,Gorgie Road,3
935,Craigleith Road,Grassmarket,2
936,Craigleith Road,Hillside Crescent,2
937,Craigleith Road,Inverleith Row,1
938,Craigleith Road,Leith Walk,7
939,Craigleith Road,McDonald Road,1
940,Craigleith Road,Murrayfield Tram,6
941,Craigleith Road,Ocean Terminal,1
942,Craigleith Road,South Trinity Road,4
943,Craigleith Road,Stockbridge,2
944,Craigleith Road,Victoria Quay,3
945,Craigleith Road,Waitrose Comely Bank,5
946,Craigleith Road,Waverley Bridge,1
947,Craigleith Road,Wester Coates Terrace,4
948,Cramond Foreshore,Belford Road,1
949,Cramond Foreshore,Bristo Square,1
950,Cramond Foreshore,Brunswick Place,2
951,Cramond Foreshore,Bruntsfield Links,1
952,Cramond Foreshore,Canonmills,5
953,Cramond Foreshore,Comely Bank Road,2
954,Cramond Foreshore,Cramond Foreshore,90
955,Cramond Foreshore,Dalry Road Lidl,2
956,Cramond Foreshore,Dean Street,1
957,Cramond Foreshore,Duke Street,2
958,Cramond Foreshore,Dundas Street,6
959,Cramond Foreshore,Gamekeeper's Road,5
960,Cramond Foreshore,Grassmarket,1
961,Cramond Foreshore,Hawes Pier,7
962,Cramond Foreshore,Haymarket Station,3
963,Cramond Foreshore,Heriot Watt - Edinburgh Business School,1
964,Cramond Foreshore,Hillside Crescent,2
965,Cramond Foreshore,Holyrood Road,2
966,Cramond Foreshore,Hunter Square,1
967,Cramond Foreshore,IGMM - Western General,2
968,Cramond Foreshore,Inverleith Row,1
969,Cramond Foreshore,Leith Walk,2
970,Cramond Foreshore,Leith Walk North,2
971,Cramond Foreshore,Logie Green Road,1
972,Cramond Foreshore,McDonald Road,11
973,Cramond Foreshore,Meadow Place,2
974,Cramond Foreshore,Ocean Terminal,11
975,Cramond Foreshore,Roseburn Street,1
976,Cramond Foreshore,South Trinity Road,3
977,Cramond Foreshore,Stockbridge,3
978,Cramond Foreshore,The Loan,1
979,Cramond Foreshore,Tollcross,2
980,Cramond Foreshore,Victoria Quay,9
981,Cramond Foreshore,Waitrose Comely Bank,2
982,Cramond Foreshore,Waverley Bridge,3
983,Crichton Street,Abbeyhill,8
984,Crichton Street,Boroughmuir,1
985,Crichton Street,Brunswick Place,3
986,Crichton Street,Bruntsfield Links,6
987,Crichton Street,Canonmills,3
988,Crichton Street,Castle Street,9
989,Crichton Street,Castle Terrace,2
990,Crichton Street,Causewayside,9
991,Crichton Street,Charlotte Square,2
992,Crichton Street,City Chambers,2
993,Crichton Street,Colinton Road,1
994,Crichton Street,Craigleith Road,1
995,Crichton Street,Crichton Street,6
996,Crichton Street,Dalry Road Lidl,5
997,Crichton Street,Drumsheugh Place,3
998,Crichton Street,Duke Street,4
999,Crichton Street,Dundee Terrace,1
1000,Crichton Street,Dynamic Earth,7
1001,Crichton Street,Edinburgh Royal Infirmary,2
1002,Crichton Street,Fountainbridge,3
1003,Crichton Street,George Square,2
1004,Crichton Street,Gladstone Terrace,1
1005,Crichton Street,Gorgie Road,4
1006,Crichton Street,Haymarket Station,2
1007,Crichton Street,Haymarket Terrace,1
1008,Crichton Street,Hillside Crescent,2
1009,Crichton Street,Holyrood Road,4
1010,Crichton Street,Hunter Square,1
1011,Crichton Street,IGMM - Western General,1
1012,Crichton Street,Joppa,3
1013,Crichton Street,Kings Building 2,4
1014,Crichton Street,Kings Building 3,1
1015,Crichton Street,Kings Buildings - Murchison House,1
1016,Crichton Street,Lauriston Place,1
1017,Crichton Street,Leith Walk,3
1018,Crichton Street,Leith Walk North,1
1019,Crichton Street,Logie Green Road,2
1020,Crichton Street,Lothian Road,3
1021,Crichton Street,Marchmont Crescent,4
1022,Crichton Street,McDonald Road,2
1023,Crichton Street,Meadow Place,18
1024,Crichton Street,Meadows East,10
1025,Crichton Street,Milton Road - Edinburgh College,1
1026,Crichton Street,Morningside Road,1
1027,Crichton Street,Ocean Terminal,2
1028,Crichton Street,Picardy Place,2
1029,Crichton Street,Pleasance Courtyard,2
1030,Crichton Street,Pollock Halls,5
1031,Crichton Street,Portobello - Kings Road,2
1032,Crichton Street,Royal Commonwealth Pool,3
1033,Crichton Street,Scotland Street,5
1034,Crichton Street,South Trinity Road,1
1035,Crichton Street,St Andrew Square,3
1036,Crichton Street,Stockbridge,1
1037,Crichton Street,Surgeons Hall,3
1038,Crichton Street,Thirlestane Road,2
1039,Crichton Street,Tollcross,6
1040,Crichton Street,Victoria Quay,3
1041,Crichton Street,Warrender Park Road,3
1042,Crichton Street,Waverley Bridge,4
1043,Crichton Street,Waverley Station,1
1044,Dalmeny Station,Borrowman Square,1
1045,Dalmeny Station,Craigleith Road,1
1046,Dalmeny Station,Dalmeny Station,4
1047,Dalmeny Station,Hawes Pier,1
1048,Dalmeny Station,Hopetoun Road,15
1049,Dalmeny Station,Port Edgar Marina,1
1050,Dalmeny Station,Scotstoun House,1
1051,Dalmeny Station,Tesco Ferrymuir,3
1052,Dalmeny Station,The Loan,1
1053,Dalmeny Station,Waitrose Comely Bank,1
1054,Dalry Road Lidl,Abbeyhill,2
1055,Dalry Road Lidl,Balgreen Road,3
1056,Dalry Road Lidl,Belford Road,2
1057,Dalry Road Lidl,Boroughmuir,1
1058,Dalry Road Lidl,Bruntsfield Links,1
1059,Dalry Road Lidl,Canonmills,2
1060,Dalry Road Lidl,Castle Street,16
1061,Dalry Road Lidl,Chambers Street,2
1062,Dalry Road Lidl,Charlotte Square,4
1063,Dalry Road Lidl,Colinton Road,1
1064,Dalry Road Lidl,Corstorphine Road,1
1065,Dalry Road Lidl,Cramond Foreshore,1
1066,Dalry Road Lidl,Crichton Street,1
1067,Dalry Road Lidl,Dalry Road Lidl,22
1068,Dalry Road Lidl,Dean Street,1
1069,Dalry Road Lidl,Drumsheugh Place,1
1070,Dalry Road Lidl,Duke Street,2
1071,Dalry Road Lidl,Dundas Street,2
1072,Dalry Road Lidl,Dundee Terrace,7
1073,Dalry Road Lidl,Dynamic Earth,2
1074,Dalry Road Lidl,EICC,2
1075,Dalry Road Lidl,East London Street,2
1076,Dalry Road Lidl,Edinburgh Park Station,1
1077,Dalry Road Lidl,Ellersly Road,1
1078,Dalry Road Lidl,Fountainbridge,2
1079,Dalry Road Lidl,George Square,1
1080,Dalry Road Lidl,Gladstone Terrace,2
1081,Dalry Road Lidl,Gorgie Road,6
1082,Dalry Road Lidl,Grassmarket,2
1083,Dalry Road Lidl,Haymarket Station,12
1084,Dalry Road Lidl,Heriot Watt - Edinburgh Business School,2
1085,Dalry Road Lidl,Hillside Crescent,5
1086,Dalry Road Lidl,Holyrood Road,2
1087,Dalry Road Lidl,IGMM - Western General,1
1088,Dalry Road Lidl,Ingliston Park & Ride,2
1089,Dalry Road Lidl,Inverleith Row,4
1090,Dalry Road Lidl,Kings Buildings - Murchison House,1
1091,Dalry Road Lidl,Lauriston Place,1
1092,Dalry Road Lidl,Leith Walk,1
1093,Dalry Road Lidl,Leith Walk North,1
1094,Dalry Road Lidl,Logie Green Road,5
1095,Dalry Road Lidl,Lothian Road,8
1096,Dalry Road Lidl,Meadow Place,1
1097,Dalry Road Lidl,Meadows East,6
1098,Dalry Road Lidl,Meggetland,2
1099,Dalry Road Lidl,Morningside Road,1
1100,Dalry Road Lidl,Ocean Terminal,2
1101,Dalry Road Lidl,Pleasance Courtyard,1
1102,Dalry Road Lidl,Portobello - Kings Road,2
1103,Dalry Road Lidl,Roseburn Street,4
1104,Dalry Road Lidl,Royal Commonwealth Pool,1
1105,Dalry Road Lidl,Sighthill - Edinburgh College,1
1106,Dalry Road Lidl,St Andrew Square,1
1107,Dalry Road Lidl,St Andrews House,1
1108,Dalry Road Lidl,Stockbridge,2
1109,Dalry Road Lidl,Tollcross,2
1110,Dalry Road Lidl,Victoria Quay,8
1111,Dalry Road Lidl,Waitrose Comely Bank,1
1112,Dalry Road Lidl,Warrender Park Road,1
1113,Dalry Road Lidl,Waverley Bridge,5
1114,Dalry Road Lidl,Waverley Court,4
1115,Dalry Road Lidl,West Crosscauseway,1
1116,Dean Street,Canonmills,1
1117,Dean Street,Castle Street,1
1118,Dean Street,Chambers Street,1
1119,Dean Street,Charlotte Square,1
1120,Dean Street,Comely Bank Road,1
1121,Dean Street,Craigleith Road,1
1122,Dean Street,Dean Street,4
1123,Dean Street,Drumsheugh Place,2
1124,Dean Street,Dundas Street,1
1125,Dean Street,East London Street,1
1126,Dean Street,Edinburgh Park Station,2
1127,Dean Street,Gamekeeper's Road,3
1128,Dean Street,Grassmarket,1
1129,Dean Street,Haymarket Station,1
1130,Dean Street,Hunter Square,2
1131,Dean Street,Lauriston Place,3
1132,Dean Street,Leith Walk,5
1133,Dean Street,Logie Green Road,2
1134,Dean Street,Lothian Road,1
1135,Dean Street,McDonald Road,1
1136,Dean Street,Meadow Place,3
1137,Dean Street,Ocean Terminal,1
1138,Dean Street,Orchard Brae House,1
1139,Dean Street,Pollock Halls,1
1140,Dean Street,Simon Square,1
1141,Dean Street,South Trinity Road,2
1142,Dean Street,Stockbridge,4
1143,Dean Street,Victoria Quay,2
1144,Dean Street,Waitrose Comely Bank,6
1145,Dean Street,Waverley Bridge,4
1146,Drumsheugh Place,Abbeyhill,1
1147,Drumsheugh Place,Balgreen Road,2
1148,Drumsheugh Place,Belford Road,3
1149,Drumsheugh Place,Bristo Square,10
1150,Drumsheugh Place,Brunswick Place,2
1151,Drumsheugh Place,Castle Street,3
1152,Drumsheugh Place,Castle Terrace,1
1153,Drumsheugh Place,Causewayside,2
1154,Drumsheugh Place,Charlotte Square,4
1155,Drumsheugh Place,City Chambers,1
1156,Drumsheugh Place,Colinton Road,2
1157,Drumsheugh Place,Comely Bank Road,8
1158,Drumsheugh Place,Corstorphine Road,1
1159,Drumsheugh Place,Craigleith Road,3
1160,Drumsheugh Place,Cramond Foreshore,6
1161,Drumsheugh Place,Crichton Street,10
1162,Drumsheugh Place,Dalry Road Lidl,3
1163,Drumsheugh Place,Dean Street,1
1164,Drumsheugh Place,Drumsheugh Place,15
1165,Drumsheugh Place,Duke Street,3
1166,Drumsheugh Place,Dundas Street,4
1167,Drumsheugh Place,Dundee Terrace,1
1168,Drumsheugh Place,Dynamic Earth,1
1169,Drumsheugh Place,EICC,3
1170,Drumsheugh Place,East London Street,6
1171,Drumsheugh Place,Edinburgh Park Central,1
1172,Drumsheugh Place,Edinburgh Zoo,1
1173,Drumsheugh Place,Fountainbridge,11
1174,Drumsheugh Place,Gamekeeper's Road,2
1175,Drumsheugh Place,Gorgie Road,2
1176,Drumsheugh Place,Grassmarket,4
1177,Drumsheugh Place,Haymarket Terrace,7
1178,Drumsheugh Place,Hillside Crescent,13
1179,Drumsheugh Place,Holyrood Road,2
1180,Drumsheugh Place,Hunter Square,2
1181,Drumsheugh Place,IGMM - Western General,2
1182,Drumsheugh Place,Inverleith Row,4
1183,Drumsheugh Place,Joppa,1
1184,Drumsheugh Place,Kings Buildings - Murchison House,1
1185,Drumsheugh Place,Leith Walk,7
1186,Drumsheugh Place,Leith Walk North,5
1187,Drumsheugh Place,Logie Green Road,1
1188,Drumsheugh Place,Lothian Road,5
1189,Drumsheugh Place,Marchmont Crescent,1
1190,Drumsheugh Place,Meadows East,6
1191,Drumsheugh Place,Meggetland,2
1192,Drumsheugh Place,Morningside Road,1
1193,Drumsheugh Place,Murrayfield,1
1194,Drumsheugh Place,Orchard Brae House,1
1195,Drumsheugh Place,Picardy Place,1
1196,Drumsheugh Place,Portobello - Kings Road,2
1197,Drumsheugh Place,Roseburn Street,2
1198,Drumsheugh Place,Royal Commonwealth Pool,2
1199,Drumsheugh Place,Scotland Street,1
1200,Drumsheugh Place,Simon Square,2
1201,Drumsheugh Place,South Trinity Road,5
1202,Drumsheugh Place,St Andrew Square,7
1203,Drumsheugh Place,St Andrews House,2
1204,Drumsheugh Place,Stockbridge,4
1205,Drumsheugh Place,Surgeons Hall,1
1206,Drumsheugh Place,Thirlestane Road,2
1207,Drumsheugh Place,Victoria Quay,7
1208,Drumsheugh Place,Waitrose Comely Bank,3
1209,Drumsheugh Place,Warrender Park Road,1
1210,Drumsheugh Place,Waverley Bridge,4
1211,Drumsheugh Place,West Crosscauseway,1
1212,Drumsheugh Place,Wester Coates Terrace,1
1213,Drumsheugh Place,Western General Hospital,14
1214,Duke Street,Abbeyhill,4
1215,Duke Street,Boroughmuir,2
1216,Duke Street,Brunswick Place,5
1217,Duke Street,Canonmills,3
1218,Duke Street,Chambers Street,1
1219,Duke Street,Comely Bank Road,7
1220,Duke Street,Corstorphine Road,1
1221,Duke Street,Cramond Foreshore,1
1222,Duke Street,Drumsheugh Place,1
1223,Duke Street,Duke Street,59
1224,Duke Street,Dynamic Earth,7
1225,Duke Street,East London Street,8
1226,Duke Street,Gladstone Terrace,1
1227,Duke Street,Grassmarket,1
1228,Duke Street,Haymarket Station,1
1229,Duke Street,Hillside Crescent,2
1230,Duke Street,Holyrood Road,1
1231,Duke Street,Joppa,15
1232,Duke Street,Leith Walk,9
1233,Duke Street,Leith Walk North,4
1234,Duke Street,Logie Green Road,4
1235,Duke Street,Meadow Place,1
1236,Duke Street,Meadows East,1
1237,Duke Street,Musselburgh Brunton Hall,1
1238,Duke Street,Musselburgh Lidl,1
1239,Duke Street,Ocean Terminal,6
1240,Duke Street,Picardy Place,3
1241,Duke Street,Pollock Halls,1
1242,Duke Street,Portobello - Kings Road,52
1243,Duke Street,Roseburn Street,1
1244,Duke Street,Royal Commonwealth Pool,3
1245,Duke Street,Scotland Street,3
1246,Duke Street,South Trinity Road,3
1247,Duke Street,St Andrew Square,8
1248,Duke Street,Stockbridge,5
1249,Duke Street,Victoria Quay,2
1250,Duke Street,Waverley Bridge,2
1251,Duke Street,Waverley Station,1
1252,Dundas Street,Abbeyhill,2
1253,Dundas Street,Belford Road,1
1254,Dundas Street,Brunswick Place,6
1255,Dundas Street,Bruntsfield Links,1
1256,Dundas Street,Canonmills,8
1257,Dundas Street,Castle Street,2
1258,Dundas Street,Comely Bank Road,7
1259,Dundas Street,Cramond Foreshore,7
1260,Dundas Street,Drumsheugh Place,4
1261,Dundas Street,Duke Street,7
1262,Dundas Street,Dundas Street,29
1263,Dundas Street,East London Street,1
1264,Dundas Street,Edinburgh Zoo,1
1265,Dundas Street,Fountainbridge,2
1266,Dundas Street,Gorgie Road,1
1267,Dundas Street,Haymarket Station,1
1268,Dundas Street,Hillside Crescent,4
1269,Dundas Street,Inverleith Row,3
1270,Dundas Street,Joppa,2
1271,Dundas Street,Kings Building 2,4
1272,Dundas Street,Leith Walk,6
1273,Dundas Street,Leith Walk North,4
1274,Dundas Street,Logie Green Road,4
1275,Dundas Street,McDonald Road,4
1276,Dundas Street,Meadows East,1
1277,Dundas Street,Meggetland,2
1278,Dundas Street,Milton Road - Edinburgh College,1
1279,Dundas Street,Murrayfield Tram,1
1280,Dundas Street,Ocean Terminal,2
1281,Dundas Street,Pollock Halls,1
1282,Dundas Street,Portobello - Kings Road,4
1283,Dundas Street,Scotland Street,3
1284,Dundas Street,South Trinity Road,5
1285,Dundas Street,St Andrew Square,4
1286,Dundas Street,Stockbridge,11
1287,Dundas Street,Surgeons Hall,1
1288,Dundas Street,Tollcross,2
1289,Dundas Street,Victoria Quay,18
1290,Dundas Street,Waitrose Comely Bank,6
1291,Dundas Street,Waverley Bridge,2
1292,Dundas Street,Waverley Court,1
1293,Dundas Street,West Crosscauseway,1
1294,Dundee Terrace,Abbeyhill,4
1295,Dundee Terrace,Balgreen Road,1
1296,Dundee Terrace,Boroughmuir,15
1297,Dundee Terrace,Bristo Square,6
1298,Dundee Terrace,Brunswick Place,4
1299,Dundee Terrace,Bruntsfield Links,4
1300,Dundee Terrace,Canonmills,1
1301,Dundee Terrace,Castle Street,21
1302,Dundee Terrace,Castle Terrace,3
1303,Dundee Terrace,Causewayside,2
1304,Dundee Terrace,Chambers Street,6
1305,Dundee Terrace,Charlotte Square,2
1306,Dundee Terrace,City Chambers,2
1307,Dundee Terrace,Comely Bank Road,6
1308,Dundee Terrace,Craigleith Road,1
1309,Dundee Terrace,Cramond Foreshore,1
1310,Dundee Terrace,Dalry Road Lidl,8
1311,Dundee Terrace,Drumsheugh Place,2
1312,Dundee Terrace,Dundas Street,3
1313,Dundee Terrace,Dundee Terrace,66
1314,Dundee Terrace,Dynamic Earth,6
1315,Dundee Terrace,EICC,13
1316,Dundee Terrace,Edinburgh Park Station,3
1317,Dundee Terrace,Edinburgh Royal Infirmary,1
1318,Dundee Terrace,Ellersly Road,2
1319,Dundee Terrace,Fountainbridge,12
1320,Dundee Terrace,George Square,7
1321,Dundee Terrace,Gladstone Terrace,1
1322,Dundee Terrace,Gorgie Road,13
1323,Dundee Terrace,Grassmarket,7
1324,Dundee Terrace,Haymarket Station,4
1325,Dundee Terrace,Haymarket Terrace,2
1326,Dundee Terrace,Heriot Watt - Edinburgh Business School,5
1327,Dundee Terrace,Hillside Crescent,1
1328,Dundee Terrace,Holyrood Road,5
1329,Dundee Terrace,Kings Building 2,34
1330,Dundee Terrace,Kings Buildings - Murchison House,2
1331,Dundee Terrace,Kings Buildings 1,2
1332,Dundee Terrace,Lauriston Place,9
1333,Dundee Terrace,Leith Walk,6
1334,Dundee Terrace,Leith Walk North,4
1335,Dundee Terrace,Lothian Road,6
1336,Dundee Terrace,McDonald Road,2
1337,Dundee Terrace,Meadow Place,5
1338,Dundee Terrace,Meadows East,26
1339,Dundee Terrace,Meggetland,10
1340,Dundee Terrace,Morningside Road,7
1341,Dundee Terrace,Murrayfield,1
1342,Dundee Terrace,Ocean Terminal,3
1343,Dundee Terrace,Orchard Brae House,2
1344,Dundee Terrace,Pleasance Courtyard,4
1345,Dundee Terrace,Roseburn Street,2
1346,Dundee Terrace,Royal Commonwealth Pool,3
1347,Dundee Terrace,South Trinity Road,1
1348,Dundee Terrace,St Andrew Square,1
1349,Dundee Terrace,Stockbridge,8
1350,Dundee Terrace,Tollcross,9
1351,Dundee Terrace,Victoria Quay,2
1352,Dundee Terrace,Waitrose Comely Bank,1
1353,Dundee Terrace,Waverley Bridge,4
1354,Dundee Terrace,Waverley Court,3
1355,Dundee Terrace,Waverley Station,1
1356,Dundee Terrace,West Crosscauseway,1
1357,Dundee Terrace,Western General Hospital,5
1358,Dynamic Earth,Abbeyhill,16
1359,Dynamic Earth,Bristo Square,3
1360,Dynamic Earth,Brunswick Place,1
1361,Dynamic Earth,Bruntsfield Links,2
1362,Dynamic Earth,Canonmills,2
1363,Dynamic Earth,Castle Street,1
1364,Dynamic Earth,Castle Terrace,3
1365,Dynamic Earth,Chambers Street,1
1366,Dynamic Earth,Crichton Street,2
1367,Dynamic Earth,Dalry Road Lidl,1
1368,Dynamic Earth,Drumsheugh Place,4
1369,Dynamic Earth,Duke Street,8
1370,Dynamic Earth,Dynamic Earth,45
1371,Dynamic Earth,Edinburgh Royal Infirmary,1
