,start_station_id,end_station_id,start_station_name,end_station_name,start_station_latitude,start_station_longitude,end_station_latitude,end_station_longitude,count
533,250,1763,Victoria Quay,Comely Bank Road,55.97761715254634,-3.174126319457628,55.95941012836135,-3.2156613606136943,8
3809,1798,1024,Chambers Street,Meadow Place,55.94760044619225,-3.188919736735216,55.940237631689435,-3.194640214184801,8
3673,1768,265,Thirlestane Road,Meadows East,55.93532370964813,-3.198763443819871,55.939809466328285,-3.182738850746431,8
3670,1768,254,Thirlestane Road,Kings Building 3,55.93532370964813,-3.198763443819871,55.92347880784664,-3.1753845849070785,8
239,246,358,Royal Commonwealth Pool,Leith Walk,55.93900024788878,-3.1739235543155933,55.965039805077325,-3.1766864147848537,8
522,250,1729,Victoria Quay,McDonald Road,55.97761715254634,-3.174126319457628,55.9640310527501,-3.1851753729504253,8
518,250,1720,Victoria Quay,Dundas Street,55.97761715254634,-3.174126319457628,55.9607624081837,-3.201278014771333,8
3008,1739,1739,Edinburgh Royal Infirmary,Edinburgh Royal Infirmary,55.9212201226133,-3.1390755550312406,55.9212201226133,-3.1390755550312406,7
1464,1024,250,Meadow Place,Victoria Quay,55.940237631689435,-3.194640214184801,55.97761715254634,-3.174126319457628,7
3637,1767,1748,Bruntsfield Links,Colinton Road,55.9371232399911,-3.206431879393449,55.93341635916104,-3.21239711224257,7
3046,1743,1752,Logie Green Road,IGMM - Western General,55.964058329676064,-3.195700361124864,55.96264210870907,-3.231915547243944,7
729,258,262,Stockbridge,Canonmills,55.958565585897226,-3.2080701822277438,55.96280408759764,-3.196283585062929,7
836,259,2268,St Andrew Square,Picardy Place,55.95490573198223,-3.192443756949956,55.95653524179326,-3.1862476120746805,7
142,189,253,City Chambers,Kings Building 2,55.950109330179,-3.190257770093808,55.92320215516664,-3.1716462453634904,7
1472,1024,262,Meadow Place,Canonmills,55.940237631689435,-3.194640214184801,55.96280408759764,-3.196283585062929,7
335,247,1763,Charlotte Square,Comely Bank Road,55.95233546161639,-3.2071011721072864,55.95941012836135,-3.2156613606136943,7
4013,1814,264,Abbeyhill,Pollock Halls,55.95524788917224,-3.1722162800950704,55.94008064125911,-3.171746866852459,7
257,246,1726,Royal Commonwealth Pool,Simon Square,55.93900024788878,-3.1739235543155933,55.94485886752089,-3.182589723460069,7
1208,296,250,Castle Terrace,Victoria Quay,55.946766486722396,-3.2020378290551434,55.97761715254634,-3.174126319457628,7
4042,1814,1739,Abbeyhill,Edinburgh Royal Infirmary,55.95524788917224,-3.1722162800950704,55.9212201226133,-3.1390755550312406,7
1160,289,1090,Castle Street,Hillside Crescent,55.95150073734976,-3.2031839065252825,55.95787194536338,-3.175888370919665,7
4088,1818,1019,Dynamic Earth,Grassmarket,55.95108946523637,-3.17572460948655,55.947097278583385,-3.1972457326126005,7
1186,289,1765,Castle Street,Haymarket Terrace,55.95150073734976,-3.2031839065252825,55.946063966641006,-3.2230240243595745,7
2851,1730,1737,East London Street,Inverleith Row,55.95995414501485,-3.1871977585476543,55.96411787988959,-3.202094747416368,7
1496,1024,1102,Meadow Place,Haymarket Station,55.940237631689435,-3.194640214184801,55.94556945067266,-3.2181846832795604,7
4054,1814,1800,Abbeyhill,Joppa,55.95524788917224,-3.1722162800950704,55.94894930668582,-3.094727261654725,7
3663,1768,183,Thirlestane Road,Waverley Bridge,55.93532370964813,-3.198763443819871,55.95198075619354,-3.191890332557904,7
2998,1739,1025,Edinburgh Royal Infirmary,Dundee Terrace,55.9212201226133,-3.1390755550312406,55.93970989541296,-3.2205889336679547,7
717,256,1800,St Andrews House,Joppa,55.95316433242384,-3.1816823409318435,55.94894930668582,-3.094727261654725,7
718,256,1814,St Andrews House,Abbeyhill,55.95316433242384,-3.1816823409318435,55.95524788917224,-3.1722162800950704,7
2943,1737,1769,Inverleith Row,Brunswick Place,55.96411787988959,-3.202094747416368,55.960851741063955,-3.180985762469163,7
3728,1769,289,Brunswick Place,Castle Street,55.960851741063955,-3.180985762469163,55.95150073734976,-3.2031839065252825,7
3743,1769,1729,Brunswick Place,McDonald Road,55.960851741063955,-3.180985762469163,55.9640310527501,-3.1851753729504253,7
2965,1738,358,Wester Coates Terrace,Leith Walk,55.94564841884954,-3.231847150914064,55.965039805077325,-3.1766864147848537,7
1452,1019,1821,Grassmarket,Drumsheugh Place,55.947097278583385,-3.1972457326126005,55.95159412232485,-3.2123542850940225,7
1253,349,289,Orchard Brae House,Castle Street,55.95508276879095,-3.2236342639564555,55.95150073734976,-3.2031839065252825,7
3182,1748,289,Colinton Road,Castle Street,55.93341635916104,-3.21239711224257,55.95150073734976,-3.2031839065252825,7
3808,1798,1019,Chambers Street,Grassmarket,55.94760044619225,-3.188919736735216,55.947097278583385,-3.1972457326126005,7
1126,285,1824,Ocean Terminal,Duke Street,55.98128601479298,-3.176351263805259,55.96901164826488,-3.16739470303429,7
1322,358,1764,Leith Walk,Craigleith Road,55.965039805077325,-3.1766864147848537,55.95657629337518,-3.237939788691392,7
1121,285,1769,Ocean Terminal,Brunswick Place,55.98128601479298,-3.176351263805259,55.960851741063955,-3.180985762469163,7
3801,1798,259,Chambers Street,St Andrew Square,55.94760044619225,-3.188919736735216,55.95490573198223,-3.192443756949956,7
3805,1798,289,Chambers Street,Castle Street,55.94760044619225,-3.188919736735216,55.95150073734976,-3.2031839065252825,7
769,258,1824,Stockbridge,Duke Street,55.958565585897226,-3.2080701822277438,55.96901164826488,-3.16739470303429,7
3890,1800,2265,Joppa,Musselburgh Brunton Hall,55.94894930668582,-3.094727261654725,55.94396074176487,-3.058306836702485,7
163,189,1091,City Chambers,Holyrood Road,55.950109330179,-3.190257770093808,55.94955950619123,-3.180413257527788,7
177,189,1767,City Chambers,Bruntsfield Links,55.950109330179,-3.190257770093808,55.9371232399911,-3.206431879393449,7
3391,1757,1024,Meggetland,Meadow Place,55.92758664038103,-3.2336710530441906,55.940237631689435,-3.194640214184801,7
1093,285,262,Ocean Terminal,Canonmills,55.98128601479298,-3.176351263805259,55.96280408759764,-3.196283585062929,7
1086,265,2268,Meadows East,Picardy Place,55.939809466328285,-3.182738850746431,55.95653524179326,-3.1862476120746805,7
3490,1764,358,Craigleith Road,Leith Walk,55.95657629337518,-3.237939788691392,55.965039805077325,-3.1766864147848537,7
3472,1763,1769,Comely Bank Road,Brunswick Place,55.95941012836135,-3.2156613606136943,55.960851741063955,-3.180985762469163,7
778,259,254,St Andrew Square,Kings Building 3,55.95490573198223,-3.192443756949956,55.92347880784664,-3.1753845849070785,7
3447,1763,1038,Comely Bank Road,South Trinity Road,55.95941012836135,-3.2156613606136943,55.97132539148154,-3.2079635674242586,7
3358,1756,358,Western General Hospital,Leith Walk,55.96283984266854,-3.234135938375289,55.965039805077325,-3.1766864147848537,7
1505,1024,1730,Meadow Place,East London Street,55.940237631689435,-3.194640214184801,55.95995414501485,-3.1871977585476543,7
1048,265,1720,Meadows East,Dundas Street,55.939809466328285,-3.182738850746431,55.9607624081837,-3.201278014771333,7
1394,1017,1818,Crichton Street,Dynamic Earth,55.94478427951007,-3.1869062454337613,55.95108946523637,-3.17572460948655,7
3455,1763,1720,Comely Bank Road,Dundas Street,55.95941012836135,-3.2156613606136943,55.9607624081837,-3.201278014771333,7
3199,1748,1748,Colinton Road,Colinton Road,55.93341635916104,-3.21239711224257,55.93341635916104,-3.21239711224257,7
3201,1748,1757,Colinton Road,Meggetland,55.93341635916104,-3.21239711224257,55.92758664038103,-3.2336710530441906,7
1141,289,258,Castle Street,Stockbridge,55.95150073734976,-3.2031839065252825,55.958565585897226,-3.2080701822277438,7
222,246,171,Royal Commonwealth Pool,George Square,55.93900024788878,-3.1739235543155933,55.943084063011135,-3.1883110727223998,7
1406,1019,250,Grassmarket,Victoria Quay,55.947097278583385,-3.1972457326126005,55.97761715254634,-3.174126319457628,7
178,189,1769,City Chambers,Brunswick Place,55.950109330179,-3.190257770093808,55.960851741063955,-3.180985762469163,7
287,247,249,Charlotte Square,Fountainbridge,55.95233546161639,-3.2071011721072864,55.94335692764551,-3.2092475016246453,7
794,259,1050,St Andrew Square,EICC,55.95490573198223,-3.192443756949956,55.94607055533778,-3.2103963310007657,7
754,258,1743,Stockbridge,Logie Green Road,55.958565585897226,-3.2080701822277438,55.964058329676064,-3.195700361124864,7
3306,1753,1729,Waitrose Comely Bank,McDonald Road,55.95953624971772,-3.223434402338853,55.9640310527501,-3.1851753729504253,7
1136,289,249,Castle Street,Fountainbridge,55.95150073734976,-3.2031839065252825,55.94335692764551,-3.2092475016246453,7
1055,265,1730,Meadows East,East London Street,55.939809466328285,-3.182738850746431,55.95995414501485,-3.1871977585476543,7
147,189,264,City Chambers,Pollock Halls,55.950109330179,-3.190257770093808,55.94008064125911,-3.171746866852459,7
3941,1808,1725,Gorgie Road,Edinburgh Zoo,55.9387414422504,-3.2299092549009023,55.942115346192516,-3.2692867654484417,7
3555,1765,1766,Haymarket Terrace,Balgreen Road,55.946063966641006,-3.2230240243595745,55.938941745489494,-3.251110776059022,7
1071,265,1768,Meadows East,Thirlestane Road,55.939809466328285,-3.182738850746431,55.93532370964813,-3.198763443819871,7
2028,1090,285,Hillside Crescent,Ocean Terminal,55.95787194536338,-3.175888370919665,55.98128601479298,-3.176351263805259,7
2802,1729,1722,McDonald Road,Cramond Foreshore,55.9640310527501,-3.1851753729504253,55.98003076740317,-3.3006417888325363,7
2483,1721,183,Tollcross,Waverley Bridge,55.944248052468346,-3.2031045991104747,55.95198075619354,-3.191890332557904,7
922,262,1722,Canonmills,Cramond Foreshore,55.96280408759764,-3.196283585062929,55.98003076740317,-3.3006417888325363,7
618,253,1019,Kings Building 2,Grassmarket,55.92320215516664,-3.1716462453634904,55.947097278583385,-3.1972457326126005,7
2430,1102,1808,Haymarket Station,Gorgie Road,55.94556945067266,-3.2181846832795604,55.9387414422504,-3.2299092549009023,7
976,264,1726,Pollock Halls,Simon Square,55.94008064125911,-3.171746866852459,55.94485886752089,-3.182589723460069,7
1730,1039,1090,Lothian Road,Hillside Crescent,55.947409199207115,-3.2057654971365537,55.95787194536338,-3.175888370919665,7
2461,1720,1722,Dundas Street,Cramond Foreshore,55.9607624081837,-3.201278014771333,55.98003076740317,-3.3006417888325363,7
4329,1824,1818,Duke Street,Dynamic Earth,55.96901164826488,-3.16739470303429,55.95108946523637,-3.17572460948655,7
2472,1720,1763,Dundas Street,Comely Bank Road,55.9607624081837,-3.201278014771333,55.95941012836135,-3.2156613606136943,7
2480,1720,1824,Dundas Street,Duke Street,55.9607624081837,-3.201278014771333,55.96901164826488,-3.16739470303429,7
2488,1721,248,Tollcross,Bristo Square,55.944248052468346,-3.2031045991104747,55.945833715992855,-3.1890530720754664,7
2548,1721,1814,Tollcross,Abbeyhill,55.944248052468346,-3.2031045991104747,55.95524788917224,-3.1722162800950704,7
2490,1721,250,Tollcross,Victoria Quay,55.944248052468346,-3.2031045991104747,55.97761715254634,-3.174126319457628,7
4324,1824,1763,Duke Street,Comely Bank Road,55.96901164826488,-3.16739470303429,55.95941012836135,-3.2156613606136943,7
2799,1729,1090,McDonald Road,Hillside Crescent,55.9640310527501,-3.1851753729504253,55.95787194536338,-3.175888370919665,7
2506,1721,1019,Tollcross,Grassmarket,55.944248052468346,-3.2031045991104747,55.947097278583385,-3.1972457326126005,7
1682,1038,1737,South Trinity Road,Inverleith Row,55.97132539148154,-3.2079635674242586,55.96411787988959,-3.202094747416368,7
4281,1823,1763,Boroughmuir,Comely Bank Road,55.94007146917616,-3.2153358406880836,55.95941012836135,-3.2156613606136943,7
1674,1038,1720,South Trinity Road,Dundas Street,55.97132539148154,-3.2079635674242586,55.9607624081837,-3.201278014771333,7
4234,1823,171,Boroughmuir,George Square,55.94007146917616,-3.2153358406880836,55.943084063011135,-3.1883110727223998,7
70,183,258,Waverley Bridge,Stockbridge,55.95198075619354,-3.191890332557904,55.958565585897226,-3.2080701822277438,7
1753,1039,1757,Lothian Road,Meggetland,55.947409199207115,-3.2057654971365537,55.92758664038103,-3.2336710530441906,7
615,253,285,Kings Building 2,Ocean Terminal,55.92320215516664,-3.1716462453634904,55.98128601479298,-3.176351263805259,7
613,253,264,Kings Building 2,Pollock Halls,55.92320215516664,-3.1716462453634904,55.94008064125911,-3.171746866852459,7
2385,1102,250,Haymarket Station,Victoria Quay,55.94556945067266,-3.2181846832795604,55.97761715254634,-3.174126319457628,7
6,171,249,George Square,Fountainbridge,55.943084063011135,-3.1883110727223998,55.94335692764551,-3.2092475016246453,7
2092,1091,1028,Holyrood Road,Hunter Square,55.94955950619123,-3.180413257527788,55.949797565633276,-3.1877950320129003,7
948,264,246,Pollock Halls,Royal Commonwealth Pool,55.94008064125911,-3.171746866852459,55.93900024788878,-3.1739235543155933,7
4476,2268,253,Picardy Place,Kings Building 2,55.95653524179326,-3.1862476120746805,55.92320215516664,-3.1716462453634904,7
2142,1092,1025,Dalry Road Lidl,Dundee Terrace,55.941791296881284,-3.2224153095965,55.93970989541296,-3.2205889336679547,7
4470,2265,2265,Musselburgh Brunton Hall,Musselburgh Brunton Hall,55.94396074176487,-3.058306836702485,55.94396074176487,-3.058306836702485,7
1893,1051,1091,Warrender Park Road,Holyrood Road,55.93836921723555,-3.1980326885466184,55.94955950619123,-3.180413257527788,7
2225,1096,246,West Crosscauseway,Royal Commonwealth Pool,55.9438359841253,-3.1849514084976818,55.93900024788878,-3.1739235543155933,7
2235,1096,259,West Crosscauseway,St Andrew Square,55.9438359841253,-3.1849514084976818,55.95490573198223,-3.192443756949956,7
4457,2263,1800,Musselburgh Lidl,Joppa,55.94388031687606,-3.0667539162178628,55.94894930668582,-3.094727261654725,7
23,171,1051,George Square,Warrender Park Road,55.943084063011135,-3.1883110727223998,55.93836921723555,-3.1980326885466184,7
1814,1050,1019,EICC,Grassmarket,55.94607055533778,-3.2103963310007657,55.947097278583385,-3.1972457326126005,7
2332,1098,246,Marchmont Crescent,Royal Commonwealth Pool,55.9364319181482,-3.1941500443142563,55.93900024788878,-3.1739235543155933,7
1811,1050,265,EICC,Meadows East,55.94607055533778,-3.2103963310007657,55.939809466328285,-3.182738850746431,7
26,171,1090,George Square,Hillside Crescent,55.943084063011135,-3.1883110727223998,55.95787194536338,-3.175888370919665,7
2338,1098,254,Marchmont Crescent,Kings Building 3,55.9364319181482,-3.1941500443142563,55.92347880784664,-3.1753845849070785,7
605,253,171,Kings Building 2,George Square,55.92320215516664,-3.1716462453634904,55.943084063011135,-3.1883110727223998,7
2362,1098,1731,Marchmont Crescent,Pleasance Courtyard,55.9364319181482,-3.1941500443142563,55.947490592969416,-3.1811121261019646,7
2364,1098,1744,Marchmont Crescent,Morningside Road,55.9364319181482,-3.1941500443142563,55.92798534979654,-3.209749771944871,7
651,254,246,Kings Building 3,Royal Commonwealth Pool,55.92347880784664,-3.1753845849070785,55.93900024788878,-3.1739235543155933,7
3686,1768,1097,Thirlestane Road,Gladstone Terrace,55.93532370964813,-3.198763443819871,55.93796327344498,-3.185021145932069,7
4198,1821,1765,Drumsheugh Place,Haymarket Terrace,55.95159412232485,-3.2123542850940225,55.946063966641006,-3.2230240243595745,7
694,256,296,St Andrews House,Castle Terrace,55.95316433242384,-3.1816823409318435,55.946766486722396,-3.2020378290551434,7
2735,1728,265,Portobello - Kings Road,Meadows East,55.957915406923476,-3.118332042090288,55.939809466328285,-3.182738850746431,7
85,183,1038,Waverley Bridge,South Trinity Road,55.95198075619354,-3.191890332557904,55.97132539148154,-3.2079635674242586,7
1536,1025,171,Dundee Terrace,George Square,55.93970989541296,-3.2205889336679547,55.943084063011135,-3.1883110727223998,7
102,183,1727,Waverley Bridge,Causewayside,55.95198075619354,-3.191890332557904,55.93650603148236,-3.1801663476151134,7
4159,1821,358,Drumsheugh Place,Leith Walk,55.95159412232485,-3.2123542850940225,55.965039805077325,-3.1766864147848537,7
1579,1025,1744,Dundee Terrace,Morningside Road,55.93970989541296,-3.2205889336679547,55.92798534979654,-3.209749771944871,7
2749,1728,1720,Portobello - Kings Road,Dundas Street,55.957915406923476,-3.118332042090288,55.9607624081837,-3.201278014771333,7
2684,1727,1024,Causewayside,Meadow Place,55.93650603148236,-3.1801663476151134,55.940237631689435,-3.194640214184801,7
689,256,256,St Andrews House,St Andrews House,55.95316433242384,-3.1816823409318435,55.95316433242384,-3.1816823409318435,7
2685,1727,1025,Causewayside,Dundee Terrace,55.93650603148236,-3.1801663476151134,55.93970989541296,-3.2205889336679547,7
4154,1821,259,Drumsheugh Place,St Andrew Square,55.95159412232485,-3.2123542850940225,55.95490573198223,-3.192443756949956,7
2740,1728,1024,Portobello - Kings Road,Meadow Place,55.957915406923476,-3.118332042090288,55.940237631689435,-3.194640214184801,7
101,183,1726,Waverley Bridge,Simon Square,55.95198075619354,-3.191890332557904,55.94485886752089,-3.182589723460069,7
1558,1025,1019,Dundee Terrace,Grassmarket,55.93970989541296,-3.2205889336679547,55.947097278583385,-3.1972457326126005,7
2714,1727,1768,Causewayside,Thirlestane Road,55.93650603148236,-3.1801663476151134,55.93532370964813,-3.198763443819871,7
2664,1727,247,Causewayside,Charlotte Square,55.93650603148236,-3.1801663476151134,55.95233546161639,-3.2071011721072864,7
670,254,1727,Kings Building 3,Causewayside,55.92347880784664,-3.1753845849070785,55.93650603148236,-3.1801663476151134,7
2754,1728,1729,Portobello - Kings Road,McDonald Road,55.957915406923476,-3.118332042090288,55.9640310527501,-3.1851753729504253,7
1600,1028,183,Hunter Square,Waverley Bridge,55.949797565633276,-3.1877950320129003,55.95198075619354,-3.191890332557904,7
2588,1722,1870,Cramond Foreshore,Hawes Pier,55.98003076740317,-3.3006417888325363,55.990529521430766,-3.3855966605769083,7
2767,1728,1813,Portobello - Kings Road,Milton Road - Edinburgh College,55.957915406923476,-3.118332042090288,55.94406627599551,-3.0985614794416128,7
2600,1725,1725,Edinburgh Zoo,Edinburgh Zoo,55.942115346192516,-3.2692867654484417,55.942115346192516,-3.2692867654484417,7
78,183,296,Waverley Bridge,Castle Terrace,55.95198075619354,-3.191890332557904,55.946766486722396,-3.2020378290551434,7
1011,265,247,Meadows East,Charlotte Square,55.939809466328285,-3.182738850746431,55.95233546161639,-3.2071011721072864,7
2638,1726,1726,Simon Square,Simon Square,55.94485886752089,-3.182589723460069,55.94485886752089,-3.182589723460069,7
658,254,262,Kings Building 3,Canonmills,55.92347880784664,-3.1753845849070785,55.96280408759764,-3.196283585062929,7
1010,265,246,Meadows East,Royal Commonwealth Pool,55.939809466328285,-3.182738850746431,55.93900024788878,-3.1739235543155933,7
667,254,1098,Kings Building 3,Marchmont Crescent,55.92347880784664,-3.1753845849070785,55.9364319181482,-3.1941500443142563,7
4151,1821,250,Drumsheugh Place,Victoria Quay,55.95159412232485,-3.2123542850940225,55.97761715254634,-3.174126319457628,7
3744,1769,1730,Brunswick Place,East London Street,55.960851741063955,-3.180985762469163,55.95995414501485,-3.1871977585476543,6
4463,2263,2265,Musselburgh Lidl,Musselburgh Brunton Hall,55.94388031687606,-3.0667539162178628,55.94396074176487,-3.058306836702485,6
4120,1819,1757,Heriot Watt - Edinburgh Business School,Meggetland,55.9088228790413,-3.320113285176247,55.92758664038103,-3.2336710530441906,6
1144,289,262,Castle Street,Canonmills,55.95150073734976,-3.2031839065252825,55.96280408759764,-3.196283585062929,6
956,264,259,Pollock Halls,St Andrew Square,55.94008064125911,-3.171746866852459,55.95490573198223,-3.192443756949956,6
3779,1770,1725,Ellersly Road,Edinburgh Zoo,55.945045875212095,-3.250881447188249,55.942115346192516,-3.2692867654484417,6
1157,289,1039,Castle Street,Lothian Road,55.95150073734976,-3.2031839065252825,55.947409199207115,-3.2057654971365537,6
4442,2259,1769,Leith Walk North,Brunswick Place,55.967918070442884,-3.1735862970647304,55.960851741063955,-3.180985762469163,6
4033,1814,1721,Abbeyhill,Tollcross,55.95524788917224,-3.1722162800950704,55.944248052468346,-3.2031045991104747,6
4479,2268,264,Picardy Place,Pollock Halls,55.95653524179326,-3.1862476120746805,55.94008064125911,-3.171746866852459,6
1151,289,358,Castle Street,Leith Walk,55.95150073734976,-3.2031839065252825,55.965039805077325,-3.1766864147848537,6
4481,2268,285,Picardy Place,Ocean Terminal,55.95653524179326,-3.1862476120746805,55.98128601479298,-3.176351263805259,6
4090,1818,1028,Dynamic Earth,Hunter Square,55.95108946523637,-3.17572460948655,55.949797565633276,-3.1877950320129003,6
4130,1820,249,Heriot Watt - Student Accommodation,Fountainbridge,55.908413444598246,-3.3287835258168874,55.94335692764551,-3.2092475016246453,6
3724,1769,262,Brunswick Place,Canonmills,55.960851741063955,-3.180985762469163,55.96280408759764,-3.196283585062929,6
3807,1798,358,Chambers Street,Leith Walk,55.94760044619225,-3.188919736735216,55.965039805077325,-3.1766864147848537,6
4417,2259,259,Leith Walk North,St Andrew Square,55.967918070442884,-3.1735862970647304,55.95490573198223,-3.192443756949956,6
1041,265,1091,Meadows East,Holyrood Road,55.939809466328285,-3.182738850746431,55.94955950619123,-3.180413257527788,6
3953,1808,1766,Gorgie Road,Balgreen Road,55.9387414422504,-3.2299092549009023,55.938941745489494,-3.251110776059022,6
998,264,1818,Pollock Halls,Dynamic Earth,55.94008064125911,-3.171746866852459,55.95108946523637,-3.17572460948655,6
4243,1823,253,Boroughmuir,Kings Building 2,55.94007146917616,-3.2153358406880836,55.92320215516664,-3.1716462453634904,6
3937,1808,1102,Gorgie Road,Haymarket Station,55.9387414422504,-3.2299092549009023,55.94556945067266,-3.2181846832795604,6
3923,1808,250,Gorgie Road,Victoria Quay,55.9387414422504,-3.2299092549009023,55.97761715254634,-3.174126319457628,6
4183,1821,1730,Drumsheugh Place,East London Street,55.95159412232485,-3.2123542850940225,55.95995414501485,-3.1871977585476543,6
4308,1824,285,Duke Street,Ocean Terminal,55.96901164826488,-3.16739470303429,55.98128601479298,-3.176351263805259,6
4006,1814,253,Abbeyhill,Kings Building 2,55.95524788917224,-3.1722162800950704,55.92320215516664,-3.1716462453634904,6
1042,265,1092,Meadows East,Dalry Road Lidl,55.939809466328285,-3.182738850746431,55.941791296881284,-3.2224153095965,6
3836,1798,1808,Chambers Street,Gorgie Road,55.94760044619225,-3.188919736735216,55.9387414422504,-3.2299092549009023,6
4178,1821,1722,Drumsheugh Place,Cramond Foreshore,55.95159412232485,-3.2123542850940225,55.98003076740317,-3.3006417888325363,6
4014,1814,265,Abbeyhill,Meadows East,55.95524788917224,-3.1722162800950704,55.939809466328285,-3.182738850746431,6
3835,1798,1798,Chambers Street,Chambers Street,55.94760044619225,-3.188919736735216,55.94760044619225,-3.188919736735216,6
4340,1859,1819,Edinburgh Park Central,Heriot Watt - Edinburgh Business School,55.931168715771065,-3.3144142978056834,55.9088228790413,-3.320113285176247,6
969,264,1039,Pollock Halls,Lothian Road,55.94008064125911,-3.171746866852459,55.947409199207115,-3.2057654971365537,6
3810,1798,1025,Chambers Street,Dundee Terrace,55.94760044619225,-3.188919736735216,55.93970989541296,-3.2205889336679547,6
4155,1821,265,Drumsheugh Place,Meadows East,55.95159412232485,-3.2123542850940225,55.939809466328285,-3.182738850746431,6
4399,1870,1877,Hawes Pier,Port Edgar Marina,55.990529521430766,-3.3855966605769083,55.992957267668345,-3.4071562055591187,6
1040,265,1090,Meadows East,Hillside Crescent,55.939809466328285,-3.182738850746431,55.95787194536338,-3.175888370919665,6
3978,1813,246,Milton Road - Edinburgh College,Royal Commonwealth Pool,55.94406627599551,-3.0985614794416128,55.93900024788878,-3.1739235543155933,6
4411,1877,1870,Port Edgar Marina,Hawes Pier,55.992957267668345,-3.4071562055591187,55.990529521430766,-3.3855966605769083,6
965,264,1019,Pollock Halls,Grassmarket,55.94008064125911,-3.171746866852459,55.947097278583385,-3.1972457326126005,6
3918,1808,225,Gorgie Road,Waverley Court,55.9387414422504,-3.2299092549009023,55.951734496983434,-3.1841785354060903,6
1374,1017,1721,Crichton Street,Tollcross,55.94478427951007,-3.1869062454337613,55.944248052468346,-3.2031045991104747,6
3680,1768,1051,Thirlestane Road,Warrender Park Road,55.93532370964813,-3.198763443819871,55.93836921723555,-3.1980326885466184,6
1679,1038,1728,South Trinity Road,Portobello - Kings Road,55.97132539148154,-3.2079635674242586,55.957915406923476,-3.118332042090288,6
2511,1721,1039,Tollcross,Lothian Road,55.944248052468346,-3.2031045991104747,55.947409199207115,-3.2057654971365537,6
2519,1721,1092,Tollcross,Dalry Road Lidl,55.944248052468346,-3.2031045991104747,55.941791296881284,-3.2224153095965,6
1666,1038,358,South Trinity Road,Leith Walk,55.97132539148154,-3.2079635674242586,55.965039805077325,-3.1766864147848537,6
1662,1038,262,South Trinity Road,Canonmills,55.97132539148154,-3.2079635674242586,55.96280408759764,-3.196283585062929,6
2522,1721,1098,Tollcross,Marchmont Crescent,55.944248052468346,-3.2031045991104747,55.9364319181482,-3.1941500443142563,6
2572,1722,1720,Cramond Foreshore,Dundas Street,55.98003076740317,-3.3006417888325363,55.9607624081837,-3.201278014771333,6
1634,1028,1728,Hunter Square,Portobello - Kings Road,55.949797565633276,-3.1877950320129003,55.957915406923476,-3.118332042090288,6
2613,1726,183,Simon Square,Waverley Bridge,55.94485886752089,-3.182589723460069,55.95198075619354,-3.191890332557904,6
2621,1726,259,Simon Square,St Andrew Square,55.94485886752089,-3.182589723460069,55.95490573198223,-3.192443756949956,6
1614,1028,289,Hunter Square,Castle Street,55.949797565633276,-3.1877950320129003,55.95150073734976,-3.2031839065252825,6
2662,1727,225,Causewayside,Waverley Court,55.93650603148236,-3.1801663476151134,55.951734496983434,-3.1841785354060903,6
1594,1025,1818,Dundee Terrace,Dynamic Earth,55.93970989541296,-3.2205889336679547,55.95108946523637,-3.17572460948655,6
1590,1025,1798,Dundee Terrace,Chambers Street,55.93970989541296,-3.2205889336679547,55.94760044619225,-3.188919736735216,6
2666,1727,249,Causewayside,Fountainbridge,55.93650603148236,-3.1801663476151134,55.94335692764551,-3.2092475016246453,6
1583,1025,1763,Dundee Terrace,Comely Bank Road,55.93970989541296,-3.2205889336679547,55.95941012836135,-3.2156613606136943,6
2683,1727,1019,Causewayside,Grassmarket,55.93650603148236,-3.1801663476151134,55.947097278583385,-3.1972457326126005,6
1562,1025,1039,Dundee Terrace,Lothian Road,55.93970989541296,-3.2205889336679547,55.947409199207115,-3.2057654971365537,6
1557,1025,358,Dundee Terrace,Leith Walk,55.93970989541296,-3.2205889336679547,55.965039805077325,-3.1766864147848537,6
2721,1727,1823,Causewayside,Boroughmuir,55.93650603148236,-3.1801663476151134,55.94007146917616,-3.2153358406880836,6
2736,1728,285,Portobello - Kings Road,Ocean Terminal,55.957915406923476,-3.118332042090288,55.98128601479298,-3.176351263805259,6
1542,1025,248,Dundee Terrace,Bristo Square,55.93970989541296,-3.2205889336679547,55.945833715992855,-3.1890530720754664,6
1535,1024,2268,Meadow Place,Picardy Place,55.940237631689435,-3.194640214184801,55.95653524179326,-3.1862476120746805,6
2759,1728,1745,Portobello - Kings Road,Scotland Street,55.957915406923476,-3.118332042090288,55.9603797205459,-3.1954703369027584,6
2787,1729,285,McDonald Road,Ocean Terminal,55.9640310527501,-3.1851753729504253,55.98128601479298,-3.176351263805259,6
1511,1024,1749,Meadow Place,Dean Street,55.940237631689435,-3.194640214184801,55.95727801274065,-3.2142853873890544,6
1672,1038,1090,South Trinity Road,Hillside Crescent,55.97132539148154,-3.2079635674242586,55.95787194536338,-3.175888370919665,6
2507,1721,1024,Tollcross,Meadow Place,55.944248052468346,-3.2031045991104747,55.940237631689435,-3.194640214184801,6
2890,1731,1096,Pleasance Courtyard,West Crosscauseway,55.947490592969416,-3.1811121261019646,55.9438359841253,-3.1849514084976818,6
1708,1039,249,Lothian Road,Fountainbridge,55.947409199207115,-3.2057654971365537,55.94335692764551,-3.2092475016246453,6
